cell,suite,dataset,model,category,instance_idx,completion_chars,format_valid,is_complete,is_on_task,is_garbled,quality_1_5,rationale
llm4biohypogen_gpt35_unseen:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,qwen/qwen3-vl-8b-instruct,open_reference,1,425,True,True,True,False,5,"Response is fluent, coherent, on-task, and provides plausible hypotheses integrating all background points."
llm4biohypogen_gpt35_unseen:model=qwen_qwen3-vl-8b-instruct,modal_phase1c_n50,llm4biohypogen_gpt35_unseen,qwen/qwen3-vl-8b-instruct,open_reference,2,473,True,True,True,False,5,"Response is fluent, coherent, on-task, and follows the requested hypothesis format with three numbered points."
arastories:model=sao10k_l3.3-euryale-70b,modal_phase1c_n50,arastories,sao10k/l3.3-euryale-70b,open_judge,0,1164,True,False,True,False,2,"Story meets format and topic but is incomplete, ending abruptly mid-dialogue. Creative quality is low."
arastories:model=sao10k_l3.3-euryale-70b,modal_phase1c_n50,arastories,sao10k/l3.3-euryale-70b,open_judge,1,1229,True,False,True,False,3,Good story elements but truncated mid-sentence; missing the required twist that the villain is the father.
arastories:model=sao10k_l3.3-euryale-70b,modal_phase1c_n50,arastories,sao10k/l3.3-euryale-70b,open_judge,2,442,True,True,True,False,3,"Story is in Moroccan Arabic, set in a Libyan hospital, has 3 characters, and a happy ending. Simple but adequate."
hummus:model=x-ai_grok-4.1-fast,modal_phase1c_n50,hummus,x-ai/grok-4.1-fast,mcq_accuracy,0,533,True,True,True,False,,Contains parseable label 'B. No' and directly answers the Yes/No question.
hummus:model=x-ai_grok-4.1-fast,modal_phase1c_n50,hummus,x-ai/grok-4.1-fast,mcq_accuracy,1,462,True,True,True,False,,"Contains parseable 'A. Yes' answer, not cut off, on-task, no refusal or nonsense."
hummus:model=x-ai_grok-4.1-fast,modal_phase1c_n50,hummus,x-ai/grok-4.1-fast,mcq_accuracy,2,367,True,True,True,False,,Contains parseable answer 'B. No' and engages the question appropriately.
metaphor_generation:model=moonshotai_kimi-k2-0905,modal_phase1c_n50,metaphor_generation,moonshotai/kimi-k2-0905,open_reference,0,51,True,True,True,False,5,"Fluent, coherent metaphor preserving meaning. 'Danced a slow tango' creatively replaces 'wrestled' while conveying prolonged engagement."
metaphor_generation:model=moonshotai_kimi-k2-0905,modal_phase1c_n50,metaphor_generation,moonshotai/kimi-k2-0905,open_reference,1,56,True,True,True,False,5,"Fluent, coherent metaphor preserving original meaning. Vivid imagery with 'river of fire' and 'winding' enhances the verb phrase."
metaphor_generation:model=moonshotai_kimi-k2-0905,modal_phase1c_n50,metaphor_generation,moonshotai/kimi-k2-0905,open_reference,2,46,True,True,True,False,5,"Output is a single metaphorical sentence preserving meaning, with a vivid and apt metaphor."
pollux_creativity:model=qwen_qwen-plus,modal_phase1c_n50,pollux_creativity,qwen/qwen-plus,open_judge,0,1261,False,False,True,False,3,"Response is cut off mid-sentence, incomplete. Format not followed (no outfits or capsule)."
pollux_creativity:model=qwen_qwen-plus,modal_phase1c_n50,pollux_creativity,qwen/qwen-plus,open_judge,1,1260,True,False,True,False,3,"Creative setup with characters and setting, but response is truncated mid-sentence."
pollux_creativity:model=qwen_qwen-plus,modal_phase1c_n50,pollux_creativity,qwen/qwen-plus,open_judge,2,1404,True,False,True,False,4,"Creative, well-structured response with unexpected format, but truncated mid-sentence, incomplete."
cap_design:model=mistralai_mistral-saba,modal_phase1c_n50,cap_design,mistralai/mistral-saba,open_reference,0,552,True,True,True,False,5,"Six distinct, novel, and effective renewable energy solutions, well-formed and complete."
cap_design:model=mistralai_mistral-saba,modal_phase1c_n50,cap_design,mistralai/mistral-saba,open_reference,1,474,True,True,True,False,5,"Six distinct, novel, and feasible solutions provided in correct semicolon-separated format. No truncation or errors."
cap_design:model=mistralai_mistral-saba,modal_phase1c_n50,cap_design,mistralai/mistral-saba,open_reference,2,370,True,True,True,False,4,"Provides 6 distinct, novel, and feasible solutions in the requested semicolon-separated format. No truncation or off-task content."
ocw_connections:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,ocw_connections,deepseek/deepseek-chat-v3.1,mcq_accuracy,0,1834,False,False,True,False,,Answer cut off mid-sentence; no final label for Group 2 or Groups 3-4.
ocw_connections:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,ocw_connections,deepseek/deepseek-chat-v3.1,mcq_accuracy,1,1917,False,False,True,False,,Response is cut off mid-sentence; no final answer provided.
ocw_connections:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,ocw_connections,deepseek/deepseek-chat-v3.1,mcq_accuracy,2,330,True,True,True,False,,Response provides parseable connections for each group in the expected format.
chinese_homophonic_puns:model=deepcogito_cogito-v2.1-671b,modal_phase1c_n50,chinese_homophonic_puns,deepcogito/cogito-v2.1-671b,open_reference,0,3,True,True,True,False,5,Correctly identifies the pun '滑圣盾' (homophone for '滑圣盾' and '滑圣盾').
chinese_homophonic_puns:model=deepcogito_cogito-v2.1-671b,modal_phase1c_n50,chinese_homophonic_puns,deepcogito/cogito-v2.1-671b,open_reference,1,3,True,True,True,False,5,"Correctly identifies the homophonic pun '俄卵食' as the humor source, matching the task exactly."
chinese_homophonic_puns:model=deepcogito_cogito-v2.1-671b,modal_phase1c_n50,chinese_homophonic_puns,deepcogito/cogito-v2.1-671b,open_reference,2,4,True,True,True,False,5,"Correctly identifies the pun '记率委员' (homophone for '纪律委员'), matching the task exactly."
puntuguese:model=z-ai_glm-5v-turbo,modal_phase1c_n50,puntuguese,z-ai/glm-5v-turbo,mcq_accuracy,0,6,True,True,True,False,,"Contains parseable answer 'Sim' in expected format, not cut off, on task."
puntuguese:model=z-ai_glm-5v-turbo,modal_phase1c_n50,puntuguese,z-ai/glm-5v-turbo,mcq_accuracy,1,1,True,True,True,False,,Single letter answer matches expected format and answers the question.
puntuguese:model=z-ai_glm-5v-turbo,modal_phase1c_n50,puntuguese,z-ai/glm-5v-turbo,mcq_accuracy,2,1,True,True,True,False,,Single letter 'A' matches expected format and answers the MCQ.
ocw:model=meta-llama_llama-4-scout,modal_phase1c_n50,ocw,meta-llama/llama-4-scout,open_reference,0,238,False,True,True,False,2,Response is on-task but format is incorrect: groups not separated by newlines with commas between clues.
ocw:model=meta-llama_llama-4-scout,modal_phase1c_n50,ocw,meta-llama/llama-4-scout,open_reference,1,493,False,False,False,False,1,"Response is incomplete, does not provide the required list of groups, and fails to solve the wall."
ocw:model=meta-llama_llama-4-scout,modal_phase1c_n50,ocw,meta-llama/llama-4-scout,open_reference,2,160,True,True,True,False,5,"Response correctly groups 16 clues into four groups of four, matching the required format and task."
scimon:model=google_gemma-3-12b-it,modal_phase1c_n50,scimon,google/gemma-3-12b-it,open_reference,0,145,True,True,True,False,3,"Response is on-task and fluent but vague; does not specify a novel method, dataset, or approach as requested."
scimon:model=google_gemma-3-12b-it,modal_phase1c_n50,scimon,google/gemma-3-12b-it,open_reference,1,230,True,True,True,False,4,"Accurately describes the word-level format control method, is fluent and on-task, but slightly generic."
scimon:model=google_gemma-3-12b-it,modal_phase1c_n50,scimon,google/gemma-3-12b-it,open_reference,2,263,True,True,True,False,4,"Single sentence, on-task, fluent, coherent, and describes a novel approach for low-resource GEC."
futuregen:model=anthropic_claude-opus-4.7,modal_phase1c_n50,futuregen,anthropic/claude-opus-4.7,open_reference,0,16,False,False,False,True,1,"Response is empty (only a heading), no content, truncated, and off-task."
futuregen:model=anthropic_claude-opus-4.7,modal_phase1c_n50,futuregen,anthropic/claude-opus-4.7,open_reference,1,28,False,False,False,True,1,"Response is only a heading with no content; empty, refuses to generate future work."
futuregen:model=anthropic_claude-opus-4.7,modal_phase1c_n50,futuregen,anthropic/claude-opus-4.7,open_reference,2,16,False,False,False,True,1,Response is only a heading with no content; empty and incomplete.
metaphor_generation:model=qwen_qwen3-next-80b-a3b-instruct,modal_phase1c_n50,metaphor_generation,qwen/qwen3-next-80b-a3b-instruct,open_reference,0,76,True,True,True,False,4,"Fluent, coherent metaphor that preserves meaning. Slightly verbose but effective."
metaphor_generation:model=qwen_qwen3-next-80b-a3b-instruct,modal_phase1c_n50,metaphor_generation,qwen/qwen3-next-80b-a3b-instruct,open_reference,1,52,True,True,True,False,5,"Output is a single metaphorical sentence preserving meaning, with vivid imagery and fluent phrasing."
metaphor_generation:model=qwen_qwen3-next-80b-a3b-instruct,modal_phase1c_n50,metaphor_generation,qwen/qwen3-next-80b-a3b-instruct,open_reference,2,47,True,True,True,False,5,"Single metaphorical sentence preserving meaning; 'crooked prayer' is vivid, fluent, and coherent."
crowdcounter:model=upstage_solar-pro-3,modal_phase1c_n50,crowdcounter,upstage/solar-pro-3,open_reference,0,38,False,True,False,True,1,Refusal to engage with the prompt; no counterspeech generated.
crowdcounter:model=upstage_solar-pro-3,modal_phase1c_n50,crowdcounter,upstage/solar-pro-3,open_reference,1,17,False,True,False,True,1,Response is only a heading with no counterspeech content; empty refusal.
crowdcounter:model=upstage_solar-pro-3,modal_phase1c_n50,crowdcounter,upstage/solar-pro-3,open_reference,2,38,False,True,False,True,1,"Model refused to generate counterspeech, producing a refusal instead of engaging the prompt."
grapheval_review_advisor:model=x-ai_grok-4.1-fast,modal_phase1c_n50,grapheval_review_advisor,x-ai/grok-4.1-fast,open_reference,0,41,True,True,True,False,4,"Response follows required format, is complete, on-task, and coherent. Score and decision are plausible given the paper's strengths."
grapheval_review_advisor:model=x-ai_grok-4.1-fast,modal_phase1c_n50,grapheval_review_advisor,x-ai/grok-4.1-fast,open_reference,1,43,True,True,True,False,4,"Response follows requested format, is complete, on-task, and coherent. Score and decision are reasonable."
grapheval_review_advisor:model=x-ai_grok-4.1-fast,modal_phase1c_n50,grapheval_review_advisor,x-ai/grok-4.1-fast,open_reference,2,34,True,True,True,False,4,"Response follows requested format, is complete, on-task, and not garbled. Score and decision are reasonable."
cap_aut:model=anthropic_claude-opus-4.5,modal_phase1c_n50,cap_aut,anthropic/claude-opus-4.5,open_reference,0,221,True,True,True,False,4,"Response lists 6 creative uses separated by semicolons, no extra text, fluent and on-task."
cap_aut:model=anthropic_claude-opus-4.5,modal_phase1c_n50,cap_aut,anthropic/claude-opus-4.5,open_reference,1,281,True,True,True,False,5,"Response lists 6 creative uses separated by semicolons, no extra text, fluent and on-task."
cap_aut:model=anthropic_claude-opus-4.5,modal_phase1c_n50,cap_aut,anthropic/claude-opus-4.5,open_reference,2,287,True,True,True,False,4,"Response follows format, is complete, on-task, and creative. Ideas are clever and varied, though not extremely unusual."
balderdash:model=rekaai_reka-edge,modal_phase1c_n50,balderdash,rekaai/reka-edge,mcq_accuracy,0,117,True,True,True,False,,"Provides a single fake dictionary definition in formal style, on task."
balderdash:model=rekaai_reka-edge,modal_phase1c_n50,balderdash,rekaai/reka-edge,mcq_accuracy,1,221,True,True,True,False,,"Response is a single, plausible fake dictionary definition in formal style, on task."
balderdash:model=rekaai_reka-edge,modal_phase1c_n50,balderdash,rekaai/reka-edge,mcq_accuracy,2,135,True,True,True,False,,"Provides a single, plausible fake dictionary definition in the requested style."
arena_hard_creative:model=qwen_qwen3.6-plus,modal_phase1c_n50,arena_hard_creative,qwen/qwen3.6-plus,open_judge,0,2201,False,False,False,True,1,"Response is a meta-instruction, not a roleplay narrative; truncated mid-sentence, refuses to engage the prompt's creative goal."
arena_hard_creative:model=qwen_qwen3.6-plus,modal_phase1c_n50,arena_hard_creative,qwen/qwen3.6-plus,open_judge,1,1161,True,True,True,False,5,"Creative, humorous, sarcastic toast for adults at a 6-year-old's birthday. Fluent, coherent, and perfectly on-task."
arena_hard_creative:model=qwen_qwen3.6-plus,modal_phase1c_n50,arena_hard_creative,qwen/qwen3.6-plus,open_judge,2,1542,True,True,True,False,4,"Creative poem in lục bát, praises Chư Pưh people and land, fluent and complete."
aidanbench:model=qwen_qwen3-14b,modal_phase1c_n50,aidanbench,qwen/qwen3-14b,open_judge,0,8,,,,,,judge_error: 429
aidanbench:model=qwen_qwen3-14b,modal_phase1c_n50,aidanbench,qwen/qwen3-14b,open_judge,1,371,True,True,True,False,4,"Concise, on-task answer with specific architectural features; clear and coherent."
aidanbench:model=qwen_qwen3-14b,modal_phase1c_n50,aidanbench,qwen/qwen3-14b,open_judge,2,135,True,True,True,False,4,"Concise, on-topic, creative suggestion with job-relevant activities. Meets format and task well."
llm4biohypogen_gpt4_seen:model=z-ai_glm-4.7,modal_phase1c_n50,llm4biohypogen_gpt4_seen,z-ai/glm-4.7,open_reference,0,520,True,True,True,False,5,"Response is fluent, coherent, and directly addresses the background with three plausible, well-structured hypotheses."
llm4biohypogen_gpt4_seen:model=z-ai_glm-4.7,modal_phase1c_n50,llm4biohypogen_gpt4_seen,z-ai/glm-4.7,open_reference,1,688,True,True,True,False,5,"Response is fluent, coherent, on-task, and provides three plausible, well-reasoned hypotheses matching the given format."
llm4biohypogen_gpt4_seen:model=z-ai_glm-4.7,modal_phase1c_n50,llm4biohypogen_gpt4_seen,z-ai/glm-4.7,open_reference,2,478,True,True,True,False,4,"Response is fluent, coherent, on-task, and follows the requested hypothesis format with three numbered points."
analobench:model=microsoft_phi-4,modal_phase1c_n50,analobench,microsoft/phi-4,mcq_accuracy,0,39,True,False,True,False,,Answer starts with correct label D but is cut off mid-sentence.
analobench:model=microsoft_phi-4,modal_phase1c_n50,analobench,microsoft/phi-4,mcq_accuracy,1,31,True,False,True,False,,Starts with the correct letter D but cuts off mid-sentence.
analobench:model=microsoft_phi-4,modal_phase1c_n50,analobench,microsoft/phi-4,mcq_accuracy,2,1,True,True,True,False,,"Single letter answer, matches expected format, complete, on-task."
crowd_vote:model=meta-llama_llama-3-8b-instruct,modal_phase1c_n50,crowd_vote,meta-llama/llama-3-8b-instruct,open_judge,0,279,True,True,True,False,5,"Creative, on-brand, unconventional yet feasible campaign idea with clear execution and excitement."
crowd_vote:model=meta-llama_llama-3-8b-instruct,modal_phase1c_n50,crowd_vote,meta-llama/llama-3-8b-instruct,open_judge,1,258,True,True,True,False,4,"Creative platform idea, on-brand, clear and concise. Slightly generic but well-articulated."
crowd_vote:model=meta-llama_llama-3-8b-instruct,modal_phase1c_n50,crowd_vote,meta-llama/llama-3-8b-instruct,open_judge,2,81,True,True,True,False,4,"Insightful, concise, and on-topic. Slightly generic but fits brief well."
llm4biohypogen_gpt4_seen:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50,llm4biohypogen_gpt4_seen,qwen/qwen2.5-vl-72b-instruct,open_reference,0,636,True,True,True,False,4,"Response is well-structured, coherent, and directly addresses the background with plausible hypotheses. Minor lack of novelty."
llm4biohypogen_gpt4_seen:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50,llm4biohypogen_gpt4_seen,qwen/qwen2.5-vl-72b-instruct,open_reference,1,641,True,True,True,False,5,"Response follows the required format, is complete, on-task, fluent, and coherent. Hypotheses are novel and well-reasoned."
llm4biohypogen_gpt4_seen:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50,llm4biohypogen_gpt4_seen,qwen/qwen2.5-vl-72b-instruct,open_reference,2,457,True,True,True,False,4,"Response is fluent, coherent, on-task, and follows the requested hypothesis format with three numbered points."
sdat:model=mistralai_pixtral-large-2411,modal_phase1c_n50,sdat,mistralai/pixtral-large-2411,open_reference,0,207,True,True,True,False,5,"Response is a list of 10 single nouns, no proper nouns or technical terms, diverse in meaning, and complete."
sdat:model=mistralai_pixtral-large-2411,modal_phase1c_n50,sdat,mistralai/pixtral-large-2411,open_reference,1,234,True,True,True,False,5,"Response provides 10 distinct, single-word nouns meeting all constraints, with clear variety across domains."
sdat:model=mistralai_pixtral-large-2411,modal_phase1c_n50,sdat,mistralai/pixtral-large-2411,open_reference,2,107,True,True,True,False,5,"Response is a list of 10 single nouns, no proper nouns or technical terms, words are diverse in meaning."
tinyfabulist:model=meta-llama_llama-4-scout,modal_phase1c_n50,tinyfabulist,meta-llama/llama-4-scout,open_judge,0,1606,True,False,True,False,3,"Engaging story with moral, but truncated ending; lacks clear moral statement and full resolution."
tinyfabulist:model=meta-llama_llama-4-scout,modal_phase1c_n50,tinyfabulist,meta-llama/llama-4-scout,open_judge,1,1581,True,True,True,False,4,"Engaging fable with clear moral, simple vocabulary, and character growth. Slightly over word count but effective."
tinyfabulist:model=meta-llama_llama-4-scout,modal_phase1c_n50,tinyfabulist,meta-llama/llama-4-scout,open_judge,2,1494,True,True,True,False,4,"Engaging fable with simple vocabulary, clear moral, and character growth. Slightly over 250 words but still concise."
speak_to_structure:model=deepseek_deepseek-v4-pro,modal_phase1c_n50,speak_to_structure,deepseek/deepseek-v4-pro,open_reference,0,60,True,True,True,False,4,"Response is a valid SMILES string in correct format, on task, and appears chemically plausible for increasing LogP."
speak_to_structure:model=deepseek_deepseek-v4-pro,modal_phase1c_n50,speak_to_structure,deepseek/deepseek-v4-pro,open_reference,1,75,True,True,True,False,3,"Response is a valid SMILES string in correct format. It modifies the molecule to lower QED, but plausibility is uncertain."
speak_to_structure:model=deepseek_deepseek-v4-pro,modal_phase1c_n50,speak_to_structure,deepseek/deepseek-v4-pro,open_reference,2,52,True,True,True,False,4,"Valid SMILES, on-task modification to increase LogP by adding ethyl group, complete and fluent."
schnovel:model=amazon_nova-lite-v1,modal_phase1c_n50,schnovel,amazon/nova-lite-v1,open_reference,0,1989,True,True,True,False,5,"Response correctly identifies Paper 1 as more novel, follows rubric steps, and provides clear, coherent reasoning."
schnovel:model=amazon_nova-lite-v1,modal_phase1c_n50,schnovel,amazon/nova-lite-v1,open_reference,1,2700,True,False,True,False,3,Response is on-task and coherent but truncated before final answer; incomplete.
schnovel:model=amazon_nova-lite-v1,modal_phase1c_n50,schnovel,amazon/nova-lite-v1,open_reference,2,749,True,True,True,False,5,"Response correctly identifies Paper 1 as more novel, provides clear reasoning, and follows the requested format."
mops:model=google_gemma-3n-e4b-it,modal_phase1c_n50,mops,google/gemma-3n-e4b-it,open_judge,0,391,True,True,True,False,5,"Concise, coherent single sentence capturing all elements with suspenseful twist. Excellent creative synthesis."
mops:model=google_gemma-3n-e4b-it,modal_phase1c_n50,mops,google/gemma-3n-e4b-it,open_judge,1,328,True,True,True,False,5,"Concise, coherent single sentence capturing all elements with creative flair and twist."
mops:model=google_gemma-3n-e4b-it,modal_phase1c_n50,mops,google/gemma-3n-e4b-it,open_judge,2,351,True,True,True,False,5,"Concise, coherent single sentence capturing all elements with clarity and narrative flow."
unfun_corpus:model=qwen_qwen-plus,modal_phase1c_n50,unfun_corpus,qwen/qwen-plus,open_reference,0,67,True,True,True,False,4,"On-task, fluent, coherent headline edit. Removes humor for realism, matching rubric examples well."
unfun_corpus:model=qwen_qwen-plus,modal_phase1c_n50,unfun_corpus,qwen/qwen-plus,open_reference,1,78,True,True,True,False,4,"Response is fluent, coherent, and appropriately transforms the humorous headline into a realistic one."
unfun_corpus:model=qwen_qwen-plus,modal_phase1c_n50,unfun_corpus,qwen/qwen-plus,open_reference,2,75,True,True,True,False,4,"Response transforms humorous headline into realistic statement, matching format and task intent."
grapheval_ai_researcher:model=x-ai_grok-4-fast,modal_phase1c_n50,grapheval_ai_researcher,x-ai/grok-4-fast,open_reference,0,43,True,True,True,False,4,"Response follows required format, is complete, on-task, and coherent. Score and decision align with rubric."
grapheval_ai_researcher:model=x-ai_grok-4-fast,modal_phase1c_n50,grapheval_ai_researcher,x-ai/grok-4-fast,open_reference,1,43,True,True,True,False,4,"Response follows requested format, is complete, on-task, and fluent. Score reflects solid but not exceptional quality."
grapheval_ai_researcher:model=x-ai_grok-4-fast,modal_phase1c_n50,grapheval_ai_researcher,x-ai/grok-4-fast,open_reference,2,43,True,True,True,False,4,"Response follows required format, is complete, on-task, and coherent. Score and decision are reasonable."
geo_story:model=z-ai_glm-4.6v,modal_phase1c_n50,geo_story,z-ai/glm-4.6v,open_judge,0,2227,True,False,True,False,4,"Rich, vivid story with strong character and setting, but truncated mid-sentence before completion."
geo_story:model=z-ai_glm-4.6v,modal_phase1c_n50,geo_story,z-ai/glm-4.6v,open_judge,1,2138,True,True,True,False,5,"Rich, sensory story of a local boat repairman; fluent, coherent, deeply engaging the creative goal."
puntuguese:model=qwen_qwen3.6-plus,modal_phase1c_n50,puntuguese,qwen/qwen3.6-plus,mcq_accuracy,0,3,True,True,True,False,,"Model outputs 'Sim', a parseable short answer matching the expected format."
puntuguese:model=qwen_qwen3.6-plus,modal_phase1c_n50,puntuguese,qwen/qwen3.6-plus,mcq_accuracy,1,3,True,True,True,False,,Single word answer matches expected format and answers the question.
puntuguese:model=qwen_qwen3.6-plus,modal_phase1c_n50,puntuguese,qwen/qwen3.6-plus,mcq_accuracy,2,3,True,True,True,False,,"Model outputs 'Sim', a parseable label matching the expected format."
tinyfabulist:model=deepcogito_cogito-v2.1-671b,modal_phase1c_n50,tinyfabulist,deepcogito/cogito-v2.1-671b,open_judge,0,1344,True,True,True,False,5,"Creative, age-appropriate fable with clear moral, vivid setting, simple dialogue, and character growth shown naturally."
tinyfabulist:model=deepcogito_cogito-v2.1-671b,modal_phase1c_n50,tinyfabulist,deepcogito/cogito-v2.1-671b,open_judge,1,1470,True,True,True,False,5,"Creative, age-appropriate fable with clear moral, simple dialogue, and character growth shown naturally."
tinyfabulist:model=deepcogito_cogito-v2.1-671b,modal_phase1c_n50,tinyfabulist,deepcogito/cogito-v2.1-671b,open_judge,2,1455,True,True,True,False,5,"Creative, age-appropriate fable with clear moral, vivid setting, simple dialogue, and character growth shown."
grapheval_ai_researcher:model=cohere_command-r-plus-08-2024,modal_phase1c_n50,grapheval_ai_researcher,cohere/command-r-plus-08-2024,open_reference,0,42,True,True,True,False,4,"Response follows format, is complete, on-task, and coherent. Score aligns with rubric examples."
grapheval_ai_researcher:model=cohere_command-r-plus-08-2024,modal_phase1c_n50,grapheval_ai_researcher,cohere/command-r-plus-08-2024,open_reference,1,42,True,True,True,False,4,"Response follows required format, is complete, on-task, and coherent. Score aligns with rubric examples."
grapheval_ai_researcher:model=cohere_command-r-plus-08-2024,modal_phase1c_n50,grapheval_ai_researcher,cohere/command-r-plus-08-2024,open_reference,2,42,True,True,True,False,5,"Response correctly follows output format, provides score and decision, and is on task."
story_quality:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50,story_quality,google/gemma-4-26b-a4b-it,open_reference,0,1,True,True,True,False,5,"Response is a single number as requested, complete, on-task, and not garbled."
story_quality:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50,story_quality,google/gemma-4-26b-a4b-it,open_reference,1,1,True,True,True,False,5,"Response is a single number as requested, complete, on-task, and not garbled."
story_quality:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50,story_quality,google/gemma-4-26b-a4b-it,open_reference,2,1,True,True,True,False,5,"Response is a single number as requested, on task, complete, and not garbled."
proparalogy:model=moonshotai_kimi-k2.5,modal_phase1c_n50,proparalogy,moonshotai/kimi-k2.5,mcq_accuracy,0,1,True,True,True,False,,Single letter answer matches expected format and is on task.
proparalogy:model=moonshotai_kimi-k2.5,modal_phase1c_n50,proparalogy,moonshotai/kimi-k2.5,mcq_accuracy,1,1,True,True,True,False,,"Single letter C, parseable, on-task, not cut off or garbled."
proparalogy:model=moonshotai_kimi-k2.5,modal_phase1c_n50,proparalogy,moonshotai/kimi-k2.5,mcq_accuracy,2,1,True,True,True,False,,"Single letter C, parseable, on-task, not cut off or garbled."
cap_story:model=anthropic_claude-opus-4.7,modal_phase1c_n50,cap_story,anthropic/claude-opus-4.7,open_reference,0,609,True,True,True,False,5,"Creative, engaging story that naturally incorporates all three words with a clever twist and strong narrative voice."
cap_story:model=anthropic_claude-opus-4.7,modal_phase1c_n50,cap_story,anthropic/claude-opus-4.7,open_reference,1,555,True,True,True,False,5,"Creative, engaging story incorporating all three words; fluent, coherent, and well-crafted with a surprising twist."
cap_story:model=anthropic_claude-opus-4.7,modal_phase1c_n50,cap_story,anthropic/claude-opus-4.7,open_reference,2,526,True,True,True,False,5,"Original, poetic story incorporating all three words; fluent, coherent, and emotionally engaging."
balancecc_prompt_generation:model=nvidia_nemotron-3-super-120b-a12b,modal_phase1c_n50,balancecc_prompt_generation,nvidia/nemotron-3-super-120b-a12b,open_reference,0,225,True,True,True,False,5,"Response is a fluent, coherent description matching the requested style change and fantasy level, with creative sepia-toned detail."
balancecc_prompt_generation:model=nvidia_nemotron-3-super-120b-a12b,modal_phase1c_n50,balancecc_prompt_generation,nvidia/nemotron-3-super-120b-a12b,open_reference,1,297,True,True,True,False,5,"Highly creative, imaginative, and coherent description matching the requested multiple change and fantasy level 3."
balancecc_prompt_generation:model=nvidia_nemotron-3-super-120b-a12b,modal_phase1c_n50,balancecc_prompt_generation,nvidia/nemotron-3-super-120b-a12b,open_reference,2,222,True,True,True,False,5,"Creative, imaginative object change (sheep to celestial ram) with high fantasy level, fluent and coherent."
chinese_homophonic_puns:model=sao10k_l3.3-euryale-70b,modal_phase1c_n50,chinese_homophonic_puns,sao10k/l3.3-euryale-70b,open_reference,0,2,True,True,True,False,5,"Correctly identifies the pun '猹量' (homophone for '茶凉'), matching the joke's humor source."
chinese_homophonic_puns:model=sao10k_l3.3-euryale-70b,modal_phase1c_n50,chinese_homophonic_puns,sao10k/l3.3-euryale-70b,open_reference,1,3,True,True,True,False,5,"Correctly identifies the pun '值日声' (homophone for '值日生'), matching the task exactly."
chinese_homophonic_puns:model=sao10k_l3.3-euryale-70b,modal_phase1c_n50,chinese_homophonic_puns,sao10k/l3.3-euryale-70b,open_reference,2,2,True,True,True,False,5,Correctly identifies the pun word '节约' (save/use sparingly) as the humor source. Concise and accurate.
fig_qa:model=meta-llama_llama-3.1-8b-instruct,modal_phase1c_n50,fig_qa,meta-llama/llama-3.1-8b-instruct,mcq_accuracy,0,1090,True,True,True,False,,"Contains parseable answer 'A' for the final question, on-task and complete."
fig_qa:model=meta-llama_llama-3.1-8b-instruct,modal_phase1c_n50,fig_qa,meta-llama/llama-3.1-8b-instruct,mcq_accuracy,1,1037,True,True,True,False,,"Contains parseable letter answers for each item, on-task and complete."
fig_qa:model=meta-llama_llama-3.1-8b-instruct,modal_phase1c_n50,fig_qa,meta-llama/llama-3.1-8b-instruct,mcq_accuracy,2,1118,True,True,True,False,,"Contains parseable letter answers for each item, on-task and complete."
crowdcounter:model=z-ai_glm-5-turbo,modal_phase1c_n50,crowdcounter,z-ai/glm-5-turbo,open_reference,0,238,False,True,False,False,1,Response does not provide the requested counterspeech; it only describes what counterspeech should do.
crowdcounter:model=z-ai_glm-5-turbo,modal_phase1c_n50,crowdcounter,z-ai/glm-5-turbo,open_reference,1,365,True,True,True,False,4,"Response is fluent, coherent, and on-task, offering strategic counterspeech approaches without engaging hateful content directly."
crowdcounter:model=z-ai_glm-5-turbo,modal_phase1c_n50,crowdcounter,z-ai/glm-5-turbo,open_reference,2,92,True,True,True,False,2,Response is on-task but too brief and generic; lacks specific counterspeech content or engagement with the hate speech.
moh_x:model=mistralai_pixtral-large-2411,modal_phase1c_n50,moh_x,mistralai/pixtral-large-2411,mcq_accuracy,0,3,True,True,True,False,,Single word 'Yes' matches expected format and answers the question.
moh_x:model=mistralai_pixtral-large-2411,modal_phase1c_n50,moh_x,mistralai/pixtral-large-2411,mcq_accuracy,1,2,True,True,True,False,,Single word answer 'No' matches expected format and directly answers the question.
moh_x:model=mistralai_pixtral-large-2411,modal_phase1c_n50,moh_x,mistralai/pixtral-large-2411,mcq_accuracy,2,3,True,True,True,False,,Single word 'Yes' matches expected format and answers the question directly.
proparalogy:model=cohere_command-r-plus-08-2024,modal_phase1c_n50,proparalogy,cohere/command-r-plus-08-2024,mcq_accuracy,0,1,True,True,True,False,,Single letter answer matches expected format and is on task.
