cell,suite,dataset,model,instance_idx,completion_chars,n_images,judge_model,on_task,garbled,cannot_evaluate,reason
yesbut:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,yesbut,moonshotai/kimi-k2.6,0,141,1,x-ai/grok-4.1-fast,True,False,False,"Response intelligibly explains why the image is satirical, engaging prompt and image content."
yesbut:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,yesbut,moonshotai/kimi-k2.6,1,129,1,x-ai/grok-4.1-fast,True,False,False,Response directly explains the image's satirical meme format and humor.
yesbut:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,yesbut,moonshotai/kimi-k2.6,2,95,1,x-ai/grok-4.1-fast,True,False,False,"Response explains why image is satirical, engaging prompt and image content directly."
banner_request_400:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen3.5-397b-a17b,0,1320,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON blueprint with elements matching prompt: logo, headline, subheadline, CTA."
banner_request_400:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen3.5-397b-a17b,1,1349,1,x-ai/grok-4.1-fast,True,False,False,Produces valid JSON blueprint with required elements matching prompt schema and request.
banner_request_400:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen3.5-397b-a17b,2,2700,1,x-ai/grok-4.1-fast,True,False,False,"Produces JSON blueprint with prompt elements, logo placement; truncated but meaningful content."
yesbut:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50_mmext,yesbut,meta-llama/llama-3.2-11b-vision-instruct,0,495,1,x-ai/grok-4.1-fast,True,False,False,"Response intelligibly explains the image's satirical irony, engaging the prompt directly."
yesbut:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50_mmext,yesbut,meta-llama/llama-3.2-11b-vision-instruct,1,351,1,x-ai/grok-4.1-fast,True,False,False,Response intelligibly explains the satirical juxtaposition in the image.
yesbut:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50_mmext,yesbut,meta-llama/llama-3.2-11b-vision-instruct,2,84,1,x-ai/grok-4.1-fast,True,False,False,Response directly addresses why image is funny via juxtaposition; meaningful despite truncation.
banner_request_400:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen-vl-max,0,1318,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON blueprint with required elements, positions, and logo integration matching prompt."
banner_request_400:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen-vl-max,1,1372,1,x-ai/grok-4.1-fast,True,False,False,"Produces complete, structured JSON blueprint engaging banner layout task with specified elements."
banner_request_400:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,banner_request_400,qwen/qwen-vl-max,2,1306,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON blueprint with required elements, texts, positions, and logo matching prompt."
creation_mmbench:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen-vl-max,0,10265,1,x-ai/grok-4.1-fast,True,False,False,"Response notices map-prompt mismatch, adapts preferences to London map, delivers detailed 2-day itinerary with schedule, reasons, and route."
creation_mmbench:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen-vl-max,1,5904,1,x-ai/grok-4.1-fast,True,False,False,"Detailed recipe matches image of ham fried rice, follows all prompt requirements precisely."
creation_mmbench:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,creation_mmbench,qwen/qwen-vl-max,2,779,1,x-ai/grok-4.1-fast,True,False,False,Response is a coherent promotional tweet engaging the image's Agent Laboratory work and prompt requirements.
mars:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,mars,google/gemma-3-12b-it,0,12,0,x-ai/grok-4.1-fast,True,False,False,Response provides analogy completion in expected format.
mars:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,mars,google/gemma-3-12b-it,1,12,0,x-ai/grok-4.1-fast,True,False,False,Produces expected format for analogy completion task.
mars:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,mars,google/gemma-3-12b-it,2,12,0,x-ai/grok-4.1-fast,True,False,False,Provides formatted answer 'Answer: Q234' matching prompt examples.
ii_bench:model=x-ai_grok-4-fast,modal_phase1c_n50_mmext,ii_bench,x-ai/grok-4-fast,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects 'C', directly answering the multiple-choice prompt as instructed."
ii_bench:model=x-ai_grok-4-fast,modal_phase1c_n50_mmext,ii_bench,x-ai/grok-4-fast,1,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter B as prompted, directly engaging the multiple-choice task."
ii_bench:model=x-ai_grok-4-fast,modal_phase1c_n50_mmext,ii_bench,x-ai/grok-4-fast,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter E as instructed, directly engaging the multiple-choice prompt."
puzzleworld:model=mistralai_mistral-small-3.1-24b-instruct,modal_phase1c_n50_mmext,puzzleworld,mistralai/mistral-small-3.1-24b-instruct,0,139,0,x-ai/grok-4.1-fast,False,True,False,"Cuts off after intro without steps, answer, or puzzle engagement."
puzzleworld:model=mistralai_mistral-small-3.1-24b-instruct,modal_phase1c_n50_mmext,puzzleworld,mistralai/mistral-small-3.1-24b-instruct,1,50,0,x-ai/grok-4.1-fast,True,False,False,"Starts engaging puzzle by noting digit filling, despite truncation."
puzzleworld:model=mistralai_mistral-small-3.1-24b-instruct,modal_phase1c_n50_mmext,puzzleworld,mistralai/mistral-small-3.1-24b-instruct,2,153,0,x-ai/grok-4.1-fast,False,True,False,Response starts step-by-step but cuts off before any meaningful content or puzzle-solving attempt.
ii_bench:model=openai_gpt-4.1,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4.1,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects 'C', directly engaging the multiple-choice task as instructed."
ii_bench:model=openai_gpt-4.1,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4.1,1,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'B' as instructed, engaging the multiple-choice task."
ii_bench:model=openai_gpt-4.1,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4.1,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter choice as prompted, directly engaging the task."
puzzleworld:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-3.2-11b-vision-instruct,0,5621,0,x-ai/grok-4.1-fast,False,False,False,"Response hallucinates nonexistent clues, ignores puzzle title and flavor text."
puzzleworld:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-3.2-11b-vision-instruct,1,1727,0,x-ai/grok-4.1-fast,True,False,False,Response provides step-by-step puzzle-solving attempt ending with required Answer format.
puzzleworld:model=meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-3.2-11b-vision-instruct,2,1810,0,x-ai/grok-4.1-fast,True,False,False,Provides step-by-step reasoning for puzzle and ends with required Answer format.
yesbut:model=z-ai_glm-4.5v,modal_phase1c_n50_mmext,yesbut,z-ai/glm-4.5v,0,183,1,x-ai/grok-4.1-fast,True,False,False,"Response explains image's satirical contradiction, directly engaging prompt with meaningful content despite truncation."
yesbut:model=z-ai_glm-4.5v,modal_phase1c_n50_mmext,yesbut,z-ai/glm-4.5v,1,102,1,x-ai/grok-4.1-fast,True,False,False,Response engages prompt by explaining image's satirical contrast between ideal and behavior.
yesbut:model=z-ai_glm-4.5v,modal_phase1c_n50_mmext,yesbut,z-ai/glm-4.5v,2,430,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains image's satire on itchy tags vs. sweater excitement, engaging prompt."
esp_dataset:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,esp_dataset,mistralai/mistral-large-2512,0,107,1,x-ai/grok-4.1-fast,True,False,False,"Response is a clear, concise news-style caption describing the image's clock tower and evening scene."
esp_dataset:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,esp_dataset,mistralai/mistral-large-2512,1,550,1,x-ai/grok-4.1-fast,True,False,False,Response delivers instruction-style description matching image's model train scene elements.
esp_dataset:model=mistralai_mistral-large-2512,modal_phase1c_n50_mmext,esp_dataset,mistralai/mistral-large-2512,2,97,1,x-ai/grok-4.1-fast,True,False,False,Clear news-style caption engages image of Yankees batter and crowd.
yesbut:model=amazon_nova-lite-v1,modal_phase1c_n50_mmext,yesbut,amazon/nova-lite-v1,0,416,1,x-ai/grok-4.1-fast,True,False,False,Response explains satire by contrasting anti-capitalist label with capitalist products in image.
yesbut:model=amazon_nova-lite-v1,modal_phase1c_n50_mmext,yesbut,amazon/nova-lite-v1,1,561,1,x-ai/grok-4.1-fast,True,False,False,Response intelligibly explains the image's satire on 'beauty is inside' vs. applying makeup.
yesbut:model=amazon_nova-lite-v1,modal_phase1c_n50_mmext,yesbut,amazon/nova-lite-v1,2,740,1,x-ai/grok-4.1-fast,True,False,False,"Response explains why image is funny/satirical, directly engaging prompt and image content."
mars:model=baidu_ernie-4.5-vl-424b-a47b,modal_phase1c_n50_mmext,mars,baidu/ernie-4.5-vl-424b-a47b,0,230,0,x-ai/grok-4.1-fast,True,False,False,"Response engages analogy by analyzing relation, provides meaningful content despite truncation."
mars:model=baidu_ernie-4.5-vl-424b-a47b,modal_phase1c_n50_mmext,mars,baidu/ernie-4.5-vl-424b-a47b,1,220,0,x-ai/grok-4.1-fast,True,False,False,"Response analyzes the final analogy, engaging the task with meaningful explanation."
mars:model=baidu_ernie-4.5-vl-424b-a47b,modal_phase1c_n50_mmext,mars,baidu/ernie-4.5-vl-424b-a47b,2,223,0,x-ai/grok-4.1-fast,True,False,False,"Response analyzes the final analogy's relation intelligibly, engaging the task."
puzzleworld:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,puzzleworld,mistralai/ministral-8b-2512,0,8528,0,x-ai/grok-4.1-fast,True,True,False,Engages puzzle by solving clues initially but devolves into infinite repetition.
puzzleworld:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,puzzleworld,mistralai/ministral-8b-2512,1,7503,0,x-ai/grok-4.1-fast,True,False,False,"Engages puzzle by solving equations, extracting letters, forming words; ends with required Answer format."
puzzleworld:model=mistralai_ministral-8b-2512,modal_phase1c_n50_mmext,puzzleworld,mistralai/ministral-8b-2512,2,12619,0,x-ai/grok-4.1-fast,True,False,False,Response provides step-by-step puzzle-solving attempts and ends with required Answer format.
banner_request_400:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,banner_request_400,google/gemma-3-12b-it,0,1343,1,x-ai/grok-4.1-fast,True,False,False,"Produces complete, schema-compliant JSON blueprint with requested elements, positions, and logo."
banner_request_400:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,banner_request_400,google/gemma-3-12b-it,1,1460,1,x-ai/grok-4.1-fast,True,False,False,"Response is valid JSON blueprint with required elements, positions, and texts matching prompt."
banner_request_400:model=google_gemma-3-12b-it,modal_phase1c_n50_mmext,banner_request_400,google/gemma-3-12b-it,2,1200,1,x-ai/grok-4.1-fast,True,False,False,Produces valid JSON blueprint matching prompt schema and content.
rebus_puzzle:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,rebus_puzzle,meta-llama/llama-4-maverick,0,549,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning directly engaging rebus image and prompt.
rebus_puzzle:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,rebus_puzzle,meta-llama/llama-4-maverick,1,732,1,x-ai/grok-4.1-fast,True,False,False,Provides valid JSON with rebus solution attempt engaging image and prompt.
rebus_puzzle:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,rebus_puzzle,meta-llama/llama-4-maverick,2,524,1,x-ai/grok-4.1-fast,True,False,False,Response is valid JSON engaging rebus puzzle with answer and detailed reasoning.
infochartqa:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,infochartqa,xiaomi/mimo-v2.5,0,6,1,x-ai/grok-4.1-fast,True,False,False,"Response computes and outputs average percentage from chart problems, matching prompt."
infochartqa:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,infochartqa,xiaomi/mimo-v2.5,1,2,1,x-ai/grok-4.1-fast,True,False,False,"Response 'UK' directly identifies the chart node with minimum value, matching prompt instructions."
infochartqa:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,infochartqa,xiaomi/mimo-v2.5,2,2,1,x-ai/grok-4.1-fast,True,False,False,"Response is 'No', directly engaging the prompt's Yes/No task on chart data."
artinsight:model=qwen_qwen3.6-plus,modal_phase1c_n50_mmext,artinsight,qwen/qwen3.6-plus,0,2029,1,x-ai/grok-4.1-fast,True,False,False,"Provides comprehensive, factual, neutral description of artwork in paragraphs, fully engaging prompt."
artinsight:model=qwen_qwen3.6-plus,modal_phase1c_n50_mmext,artinsight,qwen/qwen3.6-plus,1,2669,1,x-ai/grok-4.1-fast,True,False,False,"Response provides comprehensive, factual description of artwork matching prompt and image."
artinsight:model=qwen_qwen3.6-plus,modal_phase1c_n50_mmext,artinsight,qwen/qwen3.6-plus,2,1669,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers factual, detailed paragraph description of artwork, engaging prompt and image fully."
esp_dataset:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,esp_dataset,meta-llama/llama-4-maverick,0,530,1,x-ai/grok-4.1-fast,True,False,False,"Response intelligibly describes image content, engaging the core task of image description."
esp_dataset:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,esp_dataset,meta-llama/llama-4-maverick,1,213,1,x-ai/grok-4.1-fast,False,False,False,"Response gives generic description prompt, ignores image and task to provide instruction-style caption."
esp_dataset:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,esp_dataset,meta-llama/llama-4-maverick,2,145,1,x-ai/grok-4.1-fast,True,False,False,Clear news-style caption describing the image's baseball action.
creation_mmbench:model=openai_gpt-5.4,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-5.4,0,11738,1,x-ai/grok-4.1-fast,True,False,False,"Response fully engages prompt by creating detailed 2-day Milan itinerary matching preferences, attractions, and requirements."
creation_mmbench:model=openai_gpt-5.4,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-5.4,1,6673,1,x-ai/grok-4.1-fast,True,False,False,"Detailed recipe matches image, follows all prompt requirements with ingredients, steps, and beginner tips."
creation_mmbench:model=openai_gpt-5.4,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-5.4,2,660,1,x-ai/grok-4.1-fast,True,False,False,Response is a coherent promotional tweet engaging the image's Agent Laboratory work.
creation_mmbench:model=moonshotai_kimi-k2.5,modal_phase1c_n50_mmext,creation_mmbench,moonshotai/kimi-k2.5,0,3189,1,x-ai/grok-4.1-fast,True,False,False,"Provides detailed 2-day Milan plan matching preferences, structured schedule, reasons, backgrounds; addresses map mismatch."
creation_mmbench:model=moonshotai_kimi-k2.5,modal_phase1c_n50_mmext,creation_mmbench,moonshotai/kimi-k2.5,1,4923,1,x-ai/grok-4.1-fast,True,False,False,"Full, structured recipe matches image and prompt requirements perfectly."
creation_mmbench:model=moonshotai_kimi-k2.5,modal_phase1c_n50_mmext,creation_mmbench,moonshotai/kimi-k2.5,2,636,1,x-ai/grok-4.1-fast,True,False,False,"Clear tweet promoting Agent Laboratory, draws attention and highlights novelty per prompt."
artinsight:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,artinsight,xiaomi/mimo-v2-omni,0,1431,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers factual, detailed paragraph description of artwork elements, matching prompt."
artinsight:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,artinsight,xiaomi/mimo-v2-omni,1,2457,1,x-ai/grok-4.1-fast,True,False,False,"Detailed, factual paragraph description engages prompt and image content objectively."
artinsight:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,artinsight,xiaomi/mimo-v2-omni,2,1722,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers factual, detailed paragraph description of artwork elements, engaging prompt and image content."
rebus_puzzle:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,rebus_puzzle,qwen/qwen3-vl-235b-a22b-instruct,0,845,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON response engages rebus puzzle with image analysis and proposed solution.
rebus_puzzle:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,rebus_puzzle,qwen/qwen3-vl-235b-a22b-instruct,1,1032,1,x-ai/grok-4.1-fast,True,False,False,Response is JSON with answer and reasoning attempting to interpret rebus image elements.
rebus_puzzle:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,rebus_puzzle,qwen/qwen3-vl-235b-a22b-instruct,2,420,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON response solves rebus puzzle with answer and detailed reasoning.
mars:model=openai_gpt-5.5,modal_phase1c_n50_mmext,mars,openai/gpt-5.5,0,5,0,x-ai/grok-4.1-fast,True,False,False,Short Q-code response matches pattern of completing analogies with Wikidata IDs.
mars:model=openai_gpt-5.5,modal_phase1c_n50_mmext,mars,openai/gpt-5.5,1,8,0,x-ai/grok-4.1-fast,True,False,False,Response provides Q-ID matching analogy completion format in prompt.
mars:model=openai_gpt-5.5,modal_phase1c_n50_mmext,mars,openai/gpt-5.5,2,9,0,x-ai/grok-4.1-fast,True,False,False,"Provides Q-ID matching example format, engaging analogy completion task."
puzzleworld:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,puzzleworld,moonshotai/kimi-k2.6,0,13069,0,x-ai/grok-4.1-fast,True,False,False,Response shows detailed step-by-step puzzle-solving attempt engaging clues and theme.
puzzleworld:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,puzzleworld,moonshotai/kimi-k2.6,1,9731,0,x-ai/grok-4.1-fast,True,False,False,"Response provides step-by-step analysis of equations, engaging puzzle-solving task coherently."
puzzleworld:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,puzzleworld,moonshotai/kimi-k2.6,2,15149,0,x-ai/grok-4.1-fast,True,False,False,"Long, structured step-by-step puzzle-solving attempt engaging title, flavor, and described cat images."
infochartqa:model=bytedance-seed_seed-1.6-flash,modal_phase1c_n50_mmext,infochartqa,bytedance-seed/seed-1.6-flash,0,151,1,x-ai/grok-4.1-fast,True,False,False,"Response calculates and provides average from chart percentages, engaging the task."
infochartqa:model=bytedance-seed_seed-1.6-flash,modal_phase1c_n50_mmext,infochartqa,bytedance-seed/seed-1.6-flash,1,2,1,x-ai/grok-4.1-fast,True,False,False,"Response provides 'UK' as the node with minimum value, directly engaging the prompt."
infochartqa:model=bytedance-seed_seed-1.6-flash,modal_phase1c_n50_mmext,infochartqa,bytedance-seed/seed-1.6-flash,2,2,1,x-ai/grok-4.1-fast,True,False,False,Clear 'No' response directly matches required format and engages chart comparison task.
puzzleworld:model=anthropic_claude-3.7-sonnet,modal_phase1c_n50_mmext,puzzleworld,anthropic/claude-3.7-sonnet,0,5788,0,x-ai/grok-4.1-fast,True,False,False,Response attempts step-by-step puzzle solving with theme reference and required final Answer format.
puzzleworld:model=anthropic_claude-3.7-sonnet,modal_phase1c_n50_mmext,puzzleworld,anthropic/claude-3.7-sonnet,1,6371,0,x-ai/grok-4.1-fast,True,False,False,Response provides step-by-step puzzle solving with final answer format.
puzzleworld:model=anthropic_claude-3.7-sonnet,modal_phase1c_n50_mmext,puzzleworld,anthropic/claude-3.7-sonnet,2,2544,0,x-ai/grok-4.1-fast,True,False,False,Response engages puzzle-solving task with step-by-step reasoning on cat images and required answer format.
irfl:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,irfl,xiaomi/mimo-v2-omni,0,36,4,x-ai/grok-4.1-fast,False,True,False,"Cuts off mid-sentence without selecting A, B, C, or D."
irfl:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,irfl,xiaomi/mimo-v2-omni,1,28,4,x-ai/grok-4.1-fast,True,False,False,"Response clearly selects option D, directly engaging the image choice task."
irfl:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,irfl,xiaomi/mimo-v2-omni,2,44,4,x-ai/grok-4.1-fast,True,False,False,"Starts reasoning with definition, engaging task despite mid-sentence cutoff."
puzzleworld:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-4-scout,0,5137,0,x-ai/grok-4.1-fast,True,False,False,"Response engages puzzle by analyzing clues, attempting solutions, and providing final answer in format."
puzzleworld:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-4-scout,1,3040,0,x-ai/grok-4.1-fast,True,False,False,Response provides step-by-step puzzle solving attempts on equations and ends in required format.
puzzleworld:model=meta-llama_llama-4-scout,modal_phase1c_n50_mmext,puzzleworld,meta-llama/llama-4-scout,2,2940,0,x-ai/grok-4.1-fast,True,False,False,"Response attempts step-by-step puzzle solving with required format, engaging title and flavor text."
mars:model=mistralai_mistral-small-3.1-24b-instruct,modal_phase1c_n50_mmext,mars,mistralai/mistral-small-3.1-24b-instruct,0,124,0,x-ai/grok-4.1-fast,True,False,False,Response recognizes analogies and begins structured explanation to complete them.
mars:model=mistralai_mistral-small-3.1-24b-instruct,modal_phase1c_n50_mmext,mars,mistralai/mistral-small-3.1-24b-instruct,1,134,0,x-ai/grok-4.1-fast,False,False,False,Response describes analogy process but fails to complete any provided analogies.
mars:model=mistralai_mistral-small-3.1-24b-instruct,modal_phase1c_n50_mmext,mars,mistralai/mistral-small-3.1-24b-instruct,2,134,0,x-ai/grok-4.1-fast,False,False,False,Response describes general approach but fails to complete analogies or provide specific answers.
mars:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,mars,qwen/qwen3.5-397b-a17b,0,14,0,x-ai/grok-4.1-fast,True,False,False,"Provides answer in expected 'Answer: Qxxxx' format, engaging the analogy task."
mars:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,mars,qwen/qwen3.5-397b-a17b,1,11,0,x-ai/grok-4.1-fast,True,False,False,Provides formatted answer matching prompt's analogy completion pattern.
mars:model=qwen_qwen3.5-397b-a17b,modal_phase1c_n50_mmext,mars,qwen/qwen3.5-397b-a17b,2,13,0,x-ai/grok-4.1-fast,True,False,False,Response matches example format by providing 'Answer: Q1335' for the analogy.
rebus_puzzle:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,rebus_puzzle,xiaomi/mimo-v2.5,0,532,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with rebus solution and reasoning engaging image and prompt.
rebus_puzzle:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,rebus_puzzle,xiaomi/mimo-v2.5,1,773,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON response with answer and reasoning engaging the rebus puzzle image and prompt.
rebus_puzzle:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,rebus_puzzle,xiaomi/mimo-v2.5,2,287,1,x-ai/grok-4.1-fast,True,False,False,Response is valid JSON engaging rebus puzzle with answer and detailed reasoning from image.
yesbut:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,yesbut,qwen/qwen3-vl-235b-a22b-instruct,0,231,1,x-ai/grok-4.1-fast,True,False,False,"Response intelligibly explains image's satire on anti-capitalist hypocrisy, directly engaging prompt."
yesbut:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,yesbut,qwen/qwen3-vl-235b-a22b-instruct,1,260,1,x-ai/grok-4.1-fast,True,False,False,Response intelligibly explains why the image is satirical by addressing the contrast.
yesbut:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,yesbut,qwen/qwen3-vl-235b-a22b-instruct,2,240,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains why image is funny/satirical, referencing its structure and themes."
esp_dataset:model=baidu_ernie-4.5-vl-424b-a47b,modal_phase1c_n50_mmext,esp_dataset,baidu/ernie-4.5-vl-424b-a47b,0,226,1,x-ai/grok-4.1-fast,True,False,False,Response is a coherent news-style caption directly describing the image's key elements.
esp_dataset:model=baidu_ernie-4.5-vl-424b-a47b,modal_phase1c_n50_mmext,esp_dataset,baidu/ernie-4.5-vl-424b-a47b,1,331,1,x-ai/grok-4.1-fast,True,False,False,Response is a coherent instruction-style caption describing key image elements.
esp_dataset:model=baidu_ernie-4.5-vl-424b-a47b,modal_phase1c_n50_mmext,esp_dataset,baidu/ernie-4.5-vl-424b-a47b,2,287,1,x-ai/grok-4.1-fast,True,False,False,Response delivers a coherent news-style caption describing the image's baseball action.
creation_mmbench:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,creation_mmbench,bytedance-seed/seed-2.0-mini,0,7336,1,x-ai/grok-4.1-fast,True,False,False,"Detailed 2-day itinerary adapts preferences to London map, includes schedule, reasons, backgrounds, optimized route."
creation_mmbench:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,creation_mmbench,bytedance-seed/seed-2.0-mini,1,5197,1,x-ai/grok-4.1-fast,True,False,False,"Detailed recipe matches image (fried rice with ham, peas, carrots, beans) and fully engages prompt requirements."
creation_mmbench:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,creation_mmbench,bytedance-seed/seed-2.0-mini,2,901,1,x-ai/grok-4.1-fast,True,False,False,"Response crafts heartfelt card message using image elements (cake, gingerbread, mug, sprinkles) and text, as patient thanking doctor."
yesbut:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,yesbut,x-ai/grok-4.20,0,68,1,x-ai/grok-4.1-fast,True,False,False,"Response intelligibly explains image's satirical hypocrisy, directly engaging prompt."
yesbut:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,yesbut,x-ai/grok-4.20,1,68,1,x-ai/grok-4.1-fast,True,False,False,"Response explains meme format, directly engaging image's satirical 'Yes, but' content and prompt."
yesbut:model=x-ai_grok-4.20,modal_phase1c_n50_mmext,yesbut,x-ai/grok-4.20,2,86,1,x-ai/grok-4.1-fast,True,False,False,Clear explanation of image's joke engages prompt on humor/satire.
yesbut:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,yesbut,xiaomi/mimo-v2-omni,0,163,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains image's satire on hypocrisy, engaging prompt content."
yesbut:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,yesbut,xiaomi/mimo-v2-omni,1,168,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains satire in image, engaging prompt on hypocrisy of beauty standards."
yesbut:model=xiaomi_mimo-v2-omni,modal_phase1c_n50_mmext,yesbut,xiaomi/mimo-v2-omni,2,128,1,x-ai/grok-4.1-fast,True,False,False,"Response explains image's humor, directly engaging prompt and content."
ii_bench:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50_mmext,ii_bench,qwen/qwen2.5-vl-72b-instruct,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter E as explicitly instructed, directly engaging the prompt and meme analysis task."
ii_bench:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50_mmext,ii_bench,qwen/qwen2.5-vl-72b-instruct,1,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter C as instructed, directly engaging prompt and image content."
ii_bench:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50_mmext,ii_bench,qwen/qwen2.5-vl-72b-instruct,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter E as instructed, directly engaging the image interpretation task."
