model,dataset,n_items,mean_chars,empty_rate,short_rate,refusal_rate,repetitive_rate,audit_n,audit_on_task,audit_garbled,heur_issue,audit_issue,status
meta-llama/llama-4-scout,meta4xnli,50,8.0,0.08,0.88,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,meta4xnli,200,1.98,0.0,0.995,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,meta4xnli,50,23.54,0.0,0.38,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,meta4xnli,200,12.27,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,meta4xnli,200,11.47,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,meta4xnli,50,10.66,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,meta4xnli,50,13.66,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,meta4xnli,50,12.34,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,meta4xnli,200,10.18,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,meta4xnli,50,11.96,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,meta4xnli,200,11.02,0.0,0.995,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,meta4xnli,200,10.88,0.0,0.995,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,meta4xnli,50,11.76,0.1,0.9,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,meta4xnli,50,158.84,0.0,0.3,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nex-agi/deepseek-v3.1-nex-n1,meta4xnli,50,4.6,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,meta4xnli,50,11.68,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,meta4xnli,50,34.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,meta4xnli,50,10.4,0.02,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,meta4xnli,50,12.1,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,meta4xnli,50,55.08,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,1.0,,on-task 33%; garbled 100%,AUDIT_ONLY
nvidia/nemotron-3-super-120b-a12b,meta4xnli,50,8.9,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,meta4xnli,50,13.72,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,meta4xnli,50,12.16,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,meta4xnli,200,13.615,0.0,0.995,0.005,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,meta4xnli,200,7.76,0.0,0.99,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,meta4xnli,50,12.4,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,meta4xnli,50,13.48,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,meta4xnli,200,9.25,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,meta4xnli,200,9.91,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,meta4xnli,200,10.255,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,meta4xnli,200,8.935,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,meta4xnli,200,9.79,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,meta4xnli,50,11.42,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,meta4xnli,50,1.38,0.88,0.12,0.0,0.0,3.0,1.0,0.0,empty 88%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,meta4xnli,50,10.24,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,meta4xnli,50,12.7,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,meta4xnli,200,1.21,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,meta4xnli,50,15.1,0.56,0.16,0.0,0.0,3.0,1.0,0.0,empty 56%,,HEURISTIC_ONLY
z-ai/glm-4.6,meta4xnli,50,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,empty 100%,,HEURISTIC_ONLY
z-ai/glm-4.7,meta4xnli,50,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,empty 100%,,HEURISTIC_ONLY
z-ai/glm-5,meta4xnli,50,12.76,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,meta4xnli,200,10.585,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,meta4xnli,50,10.12,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,metaphor_generation,156,48.64102564102564,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,metaphor_generation,50,57.88,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,metaphor_generation,156,62.6474358974359,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,metaphor_generation,50,52.62,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,metaphor_generation,50,43.84,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,metaphor_generation,50,60.3,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,metaphor_generation,50,58.12,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,metaphor_generation,50,53.86,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,metaphor_generation,50,46.44,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,metaphor_generation,50,49.94,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,metaphor_generation,50,49.24,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,metaphor_generation,50,52.32,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,metaphor_generation,50,49.5,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,metaphor_generation,50,47.96,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,metaphor_generation,50,50.3,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,metaphor_generation,50,55.68,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,metaphor_generation,156,53.26282051282051,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,metaphor_generation,50,113.1,0.0,0.0,0.02,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
deepcogito/cogito-v2.1-671b,metaphor_generation,50,52.32,0.08,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,metaphor_generation,50,55.32,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,metaphor_generation,50,54.84,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,metaphor_generation,50,49.0,0.02,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,metaphor_generation,50,50.6,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,metaphor_generation,156,51.21794871794872,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,metaphor_generation,50,49.42,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,metaphor_generation,156,44.006410256410255,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,metaphor_generation,50,0.72,0.98,0.0,0.0,0.0,1.0,1.0,0.0,empty 98%,,HEURISTIC_ONLY
google/gemma-3-12b-it,metaphor_generation,50,50.96,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,metaphor_generation,156,35.02564102564103,0.3653846153846153,0.0,0.0,0.0,3.0,1.0,0.0,empty 37%,,HEURISTIC_ONLY
google/gemma-3-4b-it,metaphor_generation,50,45.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,metaphor_generation,50,45.8,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,metaphor_generation,50,49.38,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,metaphor_generation,50,59.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,metaphor_generation,50,42.9,0.0,0.02,0.02,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,metaphor_generation,50,47.06,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,metaphor_generation,156,42.47435897435897,0.0,0.032051282051282,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,metaphor_generation,50,43.58,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,metaphor_generation,50,43.18,0.0,0.02,0.02,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,metaphor_generation,156,56.17307692307692,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,metaphor_generation,50,48.92,0.24,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,metaphor_generation,50,52.62,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,metaphor_generation,50,58.18,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,metaphor_generation,156,75.1923076923077,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,metaphor_generation,50,72.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,metaphor_generation,50,54.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,metaphor_generation,156,54.40384615384615,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,metaphor_generation,50,47.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,metaphor_generation,50,49.38,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,metaphor_generation,50,54.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,metaphor_generation,50,51.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,metaphor_generation,156,63.01282051282051,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,metaphor_generation,156,61.23076923076923,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,metaphor_generation,50,49.72,0.14,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,metaphor_generation,50,43.76,0.0,0.0,0.02,0.0,3.0,0.0,0.0,,on-task 0%,AUDIT_ONLY
nex-agi/deepseek-v3.1-nex-n1,metaphor_generation,156,50.94871794871795,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,metaphor_generation,156,57.38461538461539,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,metaphor_generation,50,57.86,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,metaphor_generation,156,51.88461538461539,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,metaphor_generation,50,58.42,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,metaphor_generation,50,228.08,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,on-task 0%,AUDIT_ONLY
nvidia/nemotron-3-super-120b-a12b,metaphor_generation,50,59.14,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,metaphor_generation,50,64.3,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,metaphor_generation,50,76.1,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,metaphor_generation,50,48.7,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,metaphor_generation,50,47.06,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,metaphor_generation,50,49.14,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,metaphor_generation,50,52.3,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,metaphor_generation,50,50.76,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,metaphor_generation,50,48.84,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,metaphor_generation,50,54.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,metaphor_generation,50,66.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,metaphor_generation,50,49.24,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,metaphor_generation,50,53.94,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,metaphor_generation,50,6.08,0.86,0.0,0.0,0.0,3.0,1.0,0.0,empty 86%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,metaphor_generation,156,61.3525641025641,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,metaphor_generation,50,58.02,0.0,0.0,0.02,0.0,3.0,0.6666666666666666,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,metaphor_generation,156,62.70512820512821,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,metaphor_generation,50,38.48,0.28,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.6,metaphor_generation,156,50.80769230769231,0.0,0.0,0.0064102564102564,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,metaphor_generation,50,0.0,1.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,empty 100%,,HEURISTIC_ONLY
z-ai/glm-5,metaphor_generation,50,51.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,metaphor_generation,50,48.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,metaphor_generation,50,46.14,0.04,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,metaphoric_analogies,50,1662.14,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,metaphoric_analogies,50,469.42,0.0,0.14,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,metaphoric_analogies,200,1866.515,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,metaphoric_analogies,50,725.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,metaphoric_analogies,50,1508.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,metaphoric_analogies,50,1402.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,metaphoric_analogies,50,931.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,metaphoric_analogies,50,740.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,metaphoric_analogies,50,580.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,metaphoric_analogies,50,626.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,metaphoric_analogies,50,723.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,metaphoric_analogies,50,41.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,metaphoric_analogies,50,717.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,metaphoric_analogies,50,786.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,metaphoric_analogies,50,743.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,metaphoric_analogies,50,385.62,0.0,0.1,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,metaphoric_analogies,200,288.25,0.0,0.005,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,metaphoric_analogies,50,1456.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,metaphoric_analogies,50,710.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,metaphoric_analogies,50,1118.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,metaphoric_analogies,50,1105.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,metaphoric_analogies,50,440.36,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,metaphoric_analogies,50,499.04,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,metaphoric_analogies,200,603.025,0.0,0.015,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,metaphoric_analogies,50,691.36,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,metaphoric_analogies,50,30.52,0.0,0.42,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,metaphoric_analogies,50,564.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-12b-it,metaphoric_analogies,50,561.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,metaphoric_analogies,50,751.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,metaphoric_analogies,50,483.22,0.0,0.06,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,metaphoric_analogies,50,30.58,0.0,0.32,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,metaphoric_analogies,50,45.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,metaphoric_analogies,50,28.26,0.0,0.6,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,metaphoric_analogies,50,628.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,metaphoric_analogies,50,199.74,0.0,0.44,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,metaphoric_analogies,200,449.975,0.0,0.075,0.005,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,metaphoric_analogies,50,446.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,metaphoric_analogies,50,571.2,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,metaphoric_analogies,200,1177.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,metaphoric_analogies,50,1565.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,metaphoric_analogies,50,1563.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,metaphoric_analogies,200,984.85,0.0,0.005,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,metaphoric_analogies,50,1066.1,0.0,0.16,0.02,0.1,3.0,1.0,0.3333333333333333,,,CLEAN
mistralai/ministral-8b-2512,metaphoric_analogies,50,860.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,metaphoric_analogies,50,941.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,metaphoric_analogies,50,1253.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,metaphoric_analogies,50,197.76,0.0,0.06,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,metaphoric_analogies,50,38.2,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
mistralai/mixtral-8x22b-instruct,metaphoric_analogies,50,639.98,0.0,0.1,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,metaphoric_analogies,50,943.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,metaphoric_analogies,200,68.95,0.0,0.335,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,metaphoric_analogies,200,64.34,0.0,0.29,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,metaphoric_analogies,50,837.24,0.12,0.08,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,metaphoric_analogies,50,1376.98,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
nex-agi/deepseek-v3.1-nex-n1,metaphoric_analogies,50,498.8,0.0,0.06,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,metaphoric_analogies,50,440.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,metaphoric_analogies,50,1201.56,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,metaphoric_analogies,50,136.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,metaphoric_analogies,50,183.28,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,metaphoric_analogies,50,2005.32,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-super-120b-a12b,metaphoric_analogies,50,1431.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,metaphoric_analogies,200,759.47,0.0,0.01,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,metaphoric_analogies,50,59.92,0.0,0.48,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,metaphoric_analogies,50,668.22,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,metaphoric_analogies,50,488.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,metaphoric_analogies,50,409.52,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,metaphoric_analogies,50,170.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,metaphoric_analogies,50,44.12,0.0,0.2,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,metaphoric_analogies,50,48.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,metaphoric_analogies,50,47.98,0.0,0.26,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,metaphoric_analogies,50,52.5,0.0,0.48,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,metaphoric_analogies,50,54.0,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,metaphoric_analogies,50,273.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,metaphoric_analogies,50,243.12,0.48,0.0,0.0,0.0,3.0,1.0,0.0,empty 48%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,metaphoric_analogies,50,1548.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,metaphoric_analogies,50,1418.68,0.0,0.06,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,metaphoric_analogies,50,262.48,0.0,0.28,0.0,0.0,3.0,1.0,0.0,,,CLEAN
