scenario,model_id,run_suite,n_items,mean_chars,median_chars,min_chars,empty_rate,short_rate,refusal_rate,truncated_rate,finish_none_rate,repetitive_rate,fr_dist,path,n_flag_axes,flag
outline_to_story,google_gemma-3-4b-it,modal_phase1c_n50,50,3314.66,3335,1836,0.0,0.0,0.0,0.02,0.0,0.0,"{'stop': 49, 'length': 1}",modal_phase1c_n50/outline_to_story:model=google_gemma-3-4b-it/scenario_state.json,0,False
ocw_connections,deepseek_deepseek-chat-v3-0324,modal_phase1c_n50,50,483.84,338,283,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/ocw_connections:model=deepseek_deepseek-chat-v3-0324/scenario_state.json,0,False
crowdcounter,anthropic_claude-opus-4.6,modal_phase1c_n50,50,161.86,59,32,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/crowdcounter:model=anthropic_claude-opus-4.6/scenario_state.json,1,True
llm4biohypogen_gpt4_seen,qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50,50,620.44,619,419,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt4_seen:model=qwen_qwen2.5-vl-72b-instruct/scenario_state.json,0,False
proparalogy,deepcogito_cogito-v2.1-671b,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/proparalogy:model=deepcogito_cogito-v2.1-671b/scenario_state.json,1,True
writingbench,minimax_minimax-m2-her,modal_phase1c_n50,50,3323.2,1735,6,0.0,0.02,0.0,0.2,0.0,0.0,"{'stop': 40, 'length': 10}",modal_phase1c_n50/writingbench:model=minimax_minimax-m2-her/scenario_state.json,0,False
slang_generation,anthropic_claude-opus-4.7,modal_phase1c_n50,50,241.88,236,158,0.0,0.0,0.02,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/slang_generation:model=anthropic_claude-opus-4.7/scenario_state.json,0,False
unfun_corpus,google_gemma-3-12b-it,modal_phase1c_n50,50,54.32,53,23,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/unfun_corpus:model=google_gemma-3-12b-it/scenario_state.json,1,True
balderdash,rekaai_reka-edge,modal_phase1c_n50,50,271.88,241,117,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/balderdash:model=rekaai_reka-edge/scenario_state.json,0,False
rpgbench,inflection_inflection-3-productivity,modal_phase1c_n50,50,2430.58,3747,0,0.38,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/rpgbench:model=inflection_inflection-3-productivity/scenario_state.json,1,True
grapheval_review_advisor,x-ai_grok-4.1-fast,modal_phase1c_n50,50,40.88,43,34,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/grapheval_review_advisor:model=x-ai_grok-4.1-fast/scenario_state.json,0,False
pun_eval,anthropic_claude-sonnet-4.6,modal_phase1c_n50,50,851.58,981,61,0.0,0.0,0.0,0.32,0.0,0.0,"{'stop': 34, 'length': 16}",modal_phase1c_n50/pun_eval:model=anthropic_claude-sonnet-4.6/scenario_state.json,0,False
data_narrative,mistralai_ministral-8b-2512,modal_phase1c_n50,50,1206.28,1213,857,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/data_narrative:model=mistralai_ministral-8b-2512/scenario_state.json,0,False
puntuguese,meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50,50,6.0,6,6,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/puntuguese:model=meta-llama_llama-3.2-11b-vision-instruct/scenario_state.json,1,True
chinese_homophonic_puns,xiaomi_mimo-v2.5,modal_phase1c_n50,50,3.2,3,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/chinese_homophonic_puns:model=xiaomi_mimo-v2.5/scenario_state.json,2,True
metaphor_generation,amazon_nova-micro-v1,modal_phase1c_n50,50,43.84,43,25,0.0,0.0,0.02,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/metaphor_generation:model=amazon_nova-micro-v1/scenario_state.json,1,True
chinese_homophonic_puns,deepseek_deepseek-chat-v3.1,modal_phase1c_n50,50,2.94,3,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/chinese_homophonic_puns:model=deepseek_deepseek-chat-v3.1/scenario_state.json,2,True
crowdcounter,z-ai_glm-5-turbo,modal_phase1c_n50,50,206.74,238,0,0.04,0.0,0.1,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/crowdcounter:model=z-ai_glm-5-turbo/scenario_state.json,1,True
slang_generation,minimax_minimax-01,modal_phase1c_n50,50,189.14,186,110,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/slang_generation:model=minimax_minimax-01/scenario_state.json,0,False
newyorker_humor,amazon_nova-micro-v1,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/newyorker_humor:model=amazon_nova-micro-v1/scenario_state.json,1,True
balancecc_prompt_generation,nvidia_nemotron-3-super-120b-a12b,modal_phase1c_n50,50,231.3,230,14,0.0,0.06,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/balancecc_prompt_generation:model=nvidia_nemotron-3-super-120b-a12b/scenario_state.json,1,True
llm4biohypogen_gpt4_seen,cohere_command-r-08-2024,modal_phase1c_n50,50,503.08,514,133,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt4_seen:model=cohere_command-r-08-2024/scenario_state.json,0,False
grapheval_iclr,xiaomi_mimo-v2-flash,modal_phase1c_n50,50,32.72,32,32,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/grapheval_iclr:model=xiaomi_mimo-v2-flash/scenario_state.json,0,False
ocw_connections,openai_gpt-5.4,modal_phase1c_n50,50,333.22,326,242,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/ocw_connections:model=openai_gpt-5.4/scenario_state.json,0,False
nyt_connections,nousresearch_hermes-3-llama-3.1-70b,modal_phase1c_n50,50,1704.68,1727,503,0.0,0.0,0.0,0.92,0.0,0.04,"{'stop': 4, 'length': 46}",modal_phase1c_n50/nyt_connections:model=nousresearch_hermes-3-llama-3.1-70b/scenario_state.json,0,False
futuregen,qwen_qwen-2.5-72b-instruct,modal_phase1c_n50,50,709.18,762,0,0.06,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/futuregen:model=qwen_qwen-2.5-72b-instruct/scenario_state.json,1,True
meta4xnli,liquid_lfm-2-24b-a2b,modal_phase1c_n50,50,5.56,7,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/meta4xnli:model=liquid_lfm-2-24b-a2b/scenario_state.json,1,True
grapheval_iclr,deepseek_deepseek-chat-v3.1,modal_phase1c_n50,50,37.22,41,32,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/grapheval_iclr:model=deepseek_deepseek-chat-v3.1/scenario_state.json,0,False
chinese_homophonic_puns,mistralai_mistral-large-2512,modal_phase1c_n50,50,2.46,2,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/chinese_homophonic_puns:model=mistralai_mistral-large-2512/scenario_state.json,2,True
moh_x,qwen_qwen3.5-plus-02-15,modal_phase1c_n50,50,2.34,2,2,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/moh_x:model=qwen_qwen3.5-plus-02-15/scenario_state.json,2,True
llm4biohypogen_gpt35_unseen,qwen_qwen3.5-plus-02-15,modal_phase1c_n50,50,654.18,646,505,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt35_unseen:model=qwen_qwen3.5-plus-02-15/scenario_state.json,0,False
ocw_connections,openai_gpt-4.1,modal_phase1c_n50,50,664.18,638,301,0.0,0.0,0.0,0.02,0.0,0.0,"{'stop': 49, 'length': 1}",modal_phase1c_n50/ocw_connections:model=openai_gpt-4.1/scenario_state.json,0,False
sonnet_or_not_bot,google_gemma-4-26b-a4b-it,modal_phase1c_n50,50,10.52,9,1,0.0,0.96,0.02,0.02,0.0,0.0,"{'stop': 49, 'length': 1}",modal_phase1c_n50/sonnet_or_not_bot:model=google_gemma-4-26b-a4b-it/scenario_state.json,1,True
poetmt,morph_morph-v3-fast,modal_phase1c_n50,50,98.92,0,0,0.52,0.0,0.0,0.0,0.52,0.0,"{'None': 26, 'stop': 24}",modal_phase1c_n50/poetmt:model=morph_morph-v3-fast/scenario_state.json,2,True
sdat,deepseek_deepseek-chat,modal_phase1c_n50,50,436.2,442,150,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/sdat:model=deepseek_deepseek-chat/scenario_state.json,0,False
munch,amazon_nova-pro-v1,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/munch:model=amazon_nova-pro-v1/scenario_state.json,2,True
scar,google_gemma-4-31b-it,modal_phase1c_n50,50,119.5,97,46,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/scar:model=google_gemma-4-31b-it/scenario_state.json,0,False
slang_generation,qwen_qwen3-14b,modal_phase1c_n50,50,25.86,0,0,0.84,0.0,0.0,0.92,0.0,0.0,"{'stop': 4, 'length': 46}",modal_phase1c_n50/slang_generation:model=qwen_qwen3-14b/scenario_state.json,1,True
metaphoric_analogies,xiaomi_mimo-v2.5,modal_phase1c_n50,50,313.8,373,8,0.0,0.1,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/metaphoric_analogies:model=xiaomi_mimo-v2.5/scenario_state.json,0,False
twistlist,meta-llama_llama-3.1-8b-instruct,modal_phase1c_n50,50,585.06,533,119,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/twistlist:model=meta-llama_llama-3.1-8b-instruct/scenario_state.json,0,False
newyorker_humor,qwen_qwen-plus,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/newyorker_humor:model=qwen_qwen-plus/scenario_state.json,1,True
eqbench_creative_writing_v3,amazon_nova-pro-v1,modal_phase1c_n50,50,5617.56,5515,4362,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/eqbench_creative_writing_v3:model=amazon_nova-pro-v1/scenario_state.json,0,False
c3_crosstalk,anthropic_claude-sonnet-4.5,modal_phase1c_n50,50,212.5,196,108,0.0,0.0,0.0,0.02,0.0,0.0,"{'stop': 49, 'length': 1}",modal_phase1c_n50/c3_crosstalk:model=anthropic_claude-sonnet-4.5/scenario_state.json,0,False
unfun_corpus,x-ai_grok-4.1-fast,modal_phase1c_n50,50,52.86,53,28,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/unfun_corpus:model=x-ai_grok-4.1-fast/scenario_state.json,1,True
macgyver,xiaomi_mimo-v2-pro,modal_phase1c_n50,50,302.62,313,129,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/macgyver:model=xiaomi_mimo-v2-pro/scenario_state.json,0,False
science_analogies,moonshotai_kimi-k2.5,modal_phase1c_n50,50,112.34,49,20,0.0,0.0,0.0,0.0,1.0,0.04,{'None': 50},modal_phase1c_n50/science_analogies:model=moonshotai_kimi-k2.5/scenario_state.json,1,True
data_narrative,meta-llama_llama-3.1-70b-instruct,modal_phase1c_n50,50,727.54,723,607,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/data_narrative:model=meta-llama_llama-3.1-70b-instruct/scenario_state.json,0,False
metaphoric_analogies,nousresearch_hermes-4-70b,modal_phase1c_n50,50,183.28,45,4,0.0,0.02,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/metaphoric_analogies:model=nousresearch_hermes-4-70b/scenario_state.json,0,False
simile_generation,openai_gpt-4.1,modal_phase1c_n50,50,77.4,77,34,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/simile_generation:model=openai_gpt-4.1/scenario_state.json,1,True
nyt_connections,z-ai_glm-5.1,modal_phase1c_n50,50,104.38,102,76,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/nyt_connections:model=z-ai_glm-5.1/scenario_state.json,0,False
grapheval_iclr,microsoft_phi-4,modal_phase1c_n50,50,1219.24,1617,0,0.28,0.0,0.0,0.0,0.28,0.0,"{'None': 14, 'stop': 36}",modal_phase1c_n50/grapheval_iclr:model=microsoft_phi-4/scenario_state.json,0,False
newyorker_humor,nousresearch_hermes-4-405b,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/newyorker_humor:model=nousresearch_hermes-4-405b/scenario_state.json,1,True
ss_gen,qwen_qwen3-8b,modal_phase1c_n50,50,1412.34,1420,1140,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/ss_gen:model=qwen_qwen3-8b/scenario_state.json,0,False
liveideabench,inflection_inflection-3-productivity,modal_phase1c_n50,50,154.1,0,0,0.68,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/liveideabench:model=inflection_inflection-3-productivity/scenario_state.json,2,True
grapheval_iclr,ai21_jamba-large-1.7,modal_phase1c_n50,50,39.68,39,32,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/grapheval_iclr:model=ai21_jamba-large-1.7/scenario_state.json,0,False
munch,meta-llama_llama-4-maverick,modal_phase1c_n50,50,7.68,9,0,0.18,0.8,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/munch:model=meta-llama_llama-4-maverick/scenario_state.json,1,True
metaphoric_analogies,z-ai_glm-5,modal_phase1c_n50,50,32.16,38,4,0.0,0.34,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/metaphoric_analogies:model=z-ai_glm-5/scenario_state.json,0,False
aidanbench,qwen_qwen3-14b,modal_phase1c_n50,50,213.76,238,0,0.28,0.02,0.0,0.28,0.08,0.0,"{'stop': 32, 'length': 14, 'None': 4}",modal_phase1c_n50/aidanbench:model=qwen_qwen3-14b/scenario_state.json,0,False
balancecc_prompt_generation,google_gemma-3-12b-it,modal_phase1c_n50,50,101.6,97,63,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/balancecc_prompt_generation:model=google_gemma-3-12b-it/scenario_state.json,1,True
lcc_metaphor,amazon_nova-2-lite-v1,modal_phase1c_n50,50,18.08,19,14,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/lcc_metaphor:model=amazon_nova-2-lite-v1/scenario_state.json,2,True
llm4biohypogen_gpt4_seen,anthropic_claude-3.7-sonnet,modal_phase1c_n50,50,759.8,742,520,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt4_seen:model=anthropic_claude-3.7-sonnet/scenario_state.json,0,False
alpaca_eval_2,openai_gpt-5.4,modal_phase1c_n50,50,1674.2,1352,6,0.0,0.06,0.0,0.08,0.0,0.0,"{'stop': 46, 'length': 4}",modal_phase1c_n50/alpaca_eval_2:model=openai_gpt-5.4/scenario_state.json,0,False
chinese_homophonic_puns,anthropic_claude-3.7-sonnet,modal_phase1c_n50,50,2.9,3,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/chinese_homophonic_puns:model=anthropic_claude-3.7-sonnet/scenario_state.json,2,True
llm4biohypogen_gpt4_seen,qwen_qwen-2.5-72b-instruct,modal_phase1c_n50,50,578.44,576,434,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt4_seen:model=qwen_qwen-2.5-72b-instruct/scenario_state.json,0,False
aidanbench,xiaomi_mimo-v2-pro,modal_phase1c_n50,50,405.92,335,22,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/aidanbench:model=xiaomi_mimo-v2-pro/scenario_state.json,0,False
riddlesense,z-ai_glm-4.5-air,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/riddlesense:model=z-ai_glm-4.5-air/scenario_state.json,1,True
writingbench,meta-llama_llama-3.2-11b-vision-instruct,modal_phase1c_n50,50,3089.76,2108,606,0.0,0.0,0.0,0.02,0.0,0.0,"{'stop': 49, 'length': 1}",modal_phase1c_n50/writingbench:model=meta-llama_llama-3.2-11b-vision-instruct/scenario_state.json,0,False
hummus,cohere_command-r-plus-08-2024,modal_phase1c_n50,50,6.34,6,5,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/hummus:model=cohere_command-r-plus-08-2024/scenario_state.json,1,True
hummus,amazon_nova-pro-v1,modal_phase1c_n50,50,1819.68,1853,721,0.0,0.0,0.0,0.06,0.0,0.0,"{'stop': 47, 'length': 3}",modal_phase1c_n50/hummus:model=amazon_nova-pro-v1/scenario_state.json,0,False
macgyver,google_gemma-4-26b-a4b-it,modal_phase1c_n50,50,343.0,355,174,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/macgyver:model=google_gemma-4-26b-a4b-it/scenario_state.json,0,False
twistlist,mistralai_mixtral-8x22b-instruct,modal_phase1c_n50,50,166.1,158,30,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/twistlist:model=mistralai_mixtral-8x22b-instruct/scenario_state.json,0,False
balderdash,moonshotai_kimi-k2-0905,modal_phase1c_n50,50,177.6,171,84,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/balderdash:model=moonshotai_kimi-k2-0905/scenario_state.json,0,False
scar,mistralai_mistral-small-3.1-24b-instruct,modal_phase1c_n50,50,251.82,176,93,0.0,0.0,0.0,0.0,0.86,0.0,"{'stop': 7, 'None': 43}",modal_phase1c_n50/scar:model=mistralai_mistral-small-3.1-24b-instruct/scenario_state.json,1,True
sdat,qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50,50,117.06,117,107,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/sdat:model=qwen_qwen3-vl-235b-a22b-instruct/scenario_state.json,0,False
amuse_chord_generation,xiaomi_mimo-v2-pro,modal_phase1c_n50,50,543.14,573,325,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/amuse_chord_generation:model=xiaomi_mimo-v2-pro/scenario_state.json,0,False
permpst,qwen_qwen-2.5-7b-instruct,modal_phase1c_n50,50,890.28,887,446,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/permpst:model=qwen_qwen-2.5-7b-instruct/scenario_state.json,0,False
analobench,arcee-ai_trinity-large-preview,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/analobench:model=arcee-ai_trinity-large-preview/scenario_state.json,2,True
eqbench_creative_writing_v3,qwen_qwen-vl-max,modal_phase1c_n50,50,7312.32,7364,5861,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/eqbench_creative_writing_v3:model=qwen_qwen-vl-max/scenario_state.json,0,False
moh_x,qwen_qwen-plus,modal_phase1c_n50,50,2.44,2,2,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/moh_x:model=qwen_qwen-plus/scenario_state.json,2,True
llm4biohypogen_gpt4_seen,nousresearch_hermes-4-70b,modal_phase1c_n50,50,558.52,562,291,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt4_seen:model=nousresearch_hermes-4-70b/scenario_state.json,0,False
fig_qa,anthropic_claude-sonnet-4,modal_phase1c_n50,50,309.22,296,152,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/fig_qa:model=anthropic_claude-sonnet-4/scenario_state.json,0,False
grapheval_iclr,google_gemma-3-4b-it,modal_phase1c_n50,50,40.46,41,32,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/grapheval_iclr:model=google_gemma-3-4b-it/scenario_state.json,0,False
permpst,ai21_jamba-large-1.7,modal_phase1c_n50,50,922.88,896,493,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/permpst:model=ai21_jamba-large-1.7/scenario_state.json,0,False
llm4biohypogen_gpt35_seen,openai_gpt-4o-mini,modal_phase1c_n50,50,536.82,541,420,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt35_seen:model=openai_gpt-4o-mini/scenario_state.json,0,False
llm4biohypogen_gpt4_seen,amazon_nova-micro-v1,modal_phase1c_n50,50,220.32,198,128,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/llm4biohypogen_gpt4_seen:model=amazon_nova-micro-v1/scenario_state.json,0,False
writingbench,mistralai_mixtral-8x22b-instruct,modal_phase1c_n50,50,7650.38,6390,940,0.0,0.0,0.0,0.0,0.0,0.12,{'stop': 50},modal_phase1c_n50/writingbench:model=mistralai_mixtral-8x22b-instruct/scenario_state.json,0,False
showerthoughts,google_gemma-3n-e4b-it,modal_phase1c_n50,50,97.1,95,55,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/showerthoughts:model=google_gemma-3n-e4b-it/scenario_state.json,1,True
nyt_connections,openai_gpt-5.1,modal_phase1c_n50,50,108.4,109,82,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/nyt_connections:model=openai_gpt-5.1/scenario_state.json,0,False
story_quality,qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/story_quality:model=qwen_qwen3-vl-235b-a22b-instruct/scenario_state.json,1,True
writingbench,mistralai_mistral-nemo,modal_phase1c_n50,50,3475.3,2502,196,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/writingbench:model=mistralai_mistral-nemo/scenario_state.json,0,False
fig_qa,z-ai_glm-4-32b,modal_phase1c_n50,50,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/fig_qa:model=z-ai_glm-4-32b/scenario_state.json,1,True
llm4biohypogen_gpt35_seen,upstage_solar-pro-3,modal_phase1c_n50,50,1366.78,860,499,0.0,0.0,0.0,0.14,0.0,0.0,"{'stop': 43, 'length': 7}",modal_phase1c_n50/llm4biohypogen_gpt35_seen:model=upstage_solar-pro-3/scenario_state.json,0,False
llm4biohypogen_gpt4_unseen,inflection_inflection-3-productivity,modal_phase1c_n50,50,570.8,558,454,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/llm4biohypogen_gpt4_unseen:model=inflection_inflection-3-productivity/scenario_state.json,1,True
future_ideas,xiaomi_mimo-v2-flash,modal_phase1c_n50,50,4508.62,4498,3859,0.0,0.0,0.0,0.98,0.0,0.0,"{'length': 49, 'stop': 1}",modal_phase1c_n50/future_ideas:model=xiaomi_mimo-v2-flash/scenario_state.json,0,False
nyt_connections,qwen_qwen3.6-plus,modal_phase1c_n50,50,109.44,109,0,0.28,0.0,0.0,0.02,0.28,0.0,"{'stop': 35, 'None': 14, 'length': 1}",modal_phase1c_n50/nyt_connections:model=qwen_qwen3.6-plus/scenario_state.json,0,False
pun_eval,ai21_jamba-large-1.7,modal_phase1c_n50,50,104.98,103,81,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/pun_eval:model=ai21_jamba-large-1.7/scenario_state.json,0,False
recombination_extraction,amazon_nova-pro-v1,modal_phase1c_n50,50,1219.68,1237,896,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/recombination_extraction:model=amazon_nova-pro-v1/scenario_state.json,1,True
scimon,deepseek_deepseek-chat-v3.1,modal_phase1c_n50,50,168.86,169,0,0.02,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/scimon:model=deepseek_deepseek-chat-v3.1/scenario_state.json,1,True
recombination_extraction,z-ai_glm-5.1,modal_phase1c_n50,50,1292.38,1296,893,0.0,0.0,0.0,0.0,1.0,0.02,{'None': 50},modal_phase1c_n50/recombination_extraction:model=z-ai_glm-5.1/scenario_state.json,1,True
metaphor_generation,deepseek_deepseek-chat-v3-0324,modal_phase1c_n50,50,54.84,54,26,0.0,0.0,0.02,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/metaphor_generation:model=deepseek_deepseek-chat-v3-0324/scenario_state.json,1,True
thenextchapter,deepcogito_cogito-v2.1-671b,modal_phase1c_n50,50,370.8,370,190,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/thenextchapter:model=deepcogito_cogito-v2.1-671b/scenario_state.json,0,False
unfun_corpus,z-ai_glm-4.6v,modal_phase1c_n50,50,1.74,0,0,0.98,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/unfun_corpus:model=z-ai_glm-4.6v/scenario_state.json,2,True
fig_qa,z-ai_glm-4.6,modal_phase1c_n50,50,3.3,1,1,0.0,0.98,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/fig_qa:model=z-ai_glm-4.6/scenario_state.json,1,True
writingbench,z-ai_glm-4.7-flash,modal_phase1c_n50,50,6195.58,4597,1204,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/writingbench:model=z-ai_glm-4.7-flash/scenario_state.json,0,False
crowd_vote,openai_gpt-4.1-mini,modal_phase1c_n50,50,197.48,237,57,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/crowd_vote:model=openai_gpt-4.1-mini/scenario_state.json,0,False
science_analogies,mistralai_mistral-large-2512,modal_phase1c_n50,50,170.7,135,60,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 50},modal_phase1c_n50/science_analogies:model=mistralai_mistral-large-2512/scenario_state.json,1,True
rpgbench,anthropic_claude-haiku-4.5,modal_phase1c_n50,50,15572.82,15675,13963,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 50},modal_phase1c_n50/rpgbench:model=anthropic_claude-haiku-4.5/scenario_state.json,0,False
grapheval_iclr,minimax_minimax-01,modal_phase1c_n50,50,319.82,41,41,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/grapheval_iclr:model=minimax_minimax-01/scenario_state.json,0,False
sonnet_or_not_bot,google_gemma-3-12b-it,modal_phase1c_n50,50,1.46,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 50},modal_phase1c_n50/sonnet_or_not_bot:model=google_gemma-3-12b-it/scenario_state.json,1,True
slang_generation,sao10k_l3.3-euryale-70b,modal_phase1c_n50,50,150.24,140,0,0.02,0.0,0.0,0.0,0.02,0.0,"{'stop': 49, 'None': 1}",modal_phase1c_n50/slang_generation:model=sao10k_l3.3-euryale-70b/scenario_state.json,0,False
