entity_type,entity_id,task,prompt_id,response,agc_judge_score,agc_judge_raw
human,human_233,Metaphor,8,silent pem,10,10
human,human_233,Metaphor,1,like cotton,15,15
human,human_233,SCTT,4,What methods of communication do they use; can they do sign language; are they genetically like this or being transformed into this condition; do they have any genetic diability; are there environmental factors that influence theirs,20,20
human,human_233,Story,1,"ali came home back from work. after opening the house front door with the key, he realized that he has left the car door open without ocking it. as he went back to lock it, he found a nice chocolate gift box, he instantly thought of her daughter wh has left that as present for him on way to s",15,15
human,human_233,Story,0,hoorab found a pen and paper in the drawer of her dad's desk. she sat on the chair and wanted to write a magical story about unicorns and rainbows. the pen had some magical powers and the words started to flow as magic. she was amazed. she never saw something like that before.,20,20
human,human_233,SCTT,2,does the robot have same learning as humans; can the robot save memory like humans; ho does it handle uncertainty; does this robot has feelings; can this robot experience feelings of love and intimacy; how does it communicates mistakes,20,20
human,human_233,Story,4,"liam found a new shoe lying on the way the park. he picked t up and wondered whom does it belong to. he noticed some footprints along the way. he followed them  and then he found an old man sitting in the bench waiting for shoe. he gave him the missing shoe, the old man was thrilled to see his shoe, e gave some sweets to liam as a token of thankfulness.",20,20
human,human_233,Story,2,"lily was standing at the bridge, she was not sure if she should cross ir.the water was shiny and sparkly, the river was so vast. she wanted to get to the other side where there were beautiful daffodils along the fields.",20,20
human,human_234,AUT,3,as a portable toilet; as a pool for mice; as a hat to keep rain off of head; as a piggy bank for coins; as a pot for flowers to grow in; as a drum; as a playhouse for hamsters; storage device for clutter; wheel for small toy car; decoration for tree limb,30,30
human,human_234,AUT,0,as a weight to keep paper from blowing away; as a door stop; to light matches off of; to sharpen knife on; put into a bag and use as a home defense weapon,25,25
human,human_234,AUT,1,as a dart; as ski for a mouse; as a screwdriver; as snow shoes for a hamster; as a reflective device for emergency signaling; as a mustache comb,30,30
human,human_234,AUT,2,device to poke holes into bus seats for both fun and decoration; hang from tree to decorate at christmas time; drumstick; clean ear wax from ears with the eraser side; as a rubber band holder,30,30
human,human_233,Story,3,"many found an old mirror in the attic and wiped it clean to see hid face in it. the glass shimmered and suddenly he saw a beautiful bird in it, it was a reflection of the bird. he rused to show the mirror to his mom. as he ran the mirror broke",20,20
human,human_234,AUT,4,as a reusable water ballon; as a sleeping bag for a hamster; as a handkerchief; as a flag for a raccoon base; as a trap for catching small fish swimming downstream; as handwarmers in cold weather,30,30
human,human_234,Design,3,configuring a method of utilizing the full extent of solar panel coverage; create underwater turbines which are powered by ocean currents,30,30
human,human_234,Design,1,robotic devices which attach to the legs of the wearer and are wirelessly connected to the brain waves that control the device and assist the legs to move; small device which attaches to the wearer and briefly hovers so that wearer can momentarily defy gravity to navigate,30,30
human,human_234,Design,2,creating driving lanes that are stacked vertically both above and under ground; design work shifts in the city which will evenly distribute commuting traffic around the 24 hours in a day,30,30
human,human_234,Design,0,"a wearable device which can be pre programmed by a trusted other, and then will administer small electrical shocks  to gain the wearers attention to look at the device and see a reminder to do a task; create a device which will",25,25
human,human_234,Metaphor,0,as a hurricane,20,20
human,human_234,Metaphor,1,like a cloud,20,20
human,human_234,Metaphor,6,blinding,10,10
human,human_234,SCTT,1,perhaps there is an underwater heating vent that is venting hot air or water from the core of the earth into one of the lakes which is causing the water to warm,30,30
human,human_234,Metaphor,3,like the wi nd,20,20
human,human_234,Design,4,design a machine which will efficiently and effectively remove contaminants from underground water and pump the water to the surface; pipe clean water from nearby urban areas underground to more remote areas,25,25
human,human_234,Metaphor,8,sticky webs,30,30
human,human_234,SCTT,4,"are the people lacking a voice box?; are the people unable to exhale through their mouths?; do these people have the ability to open their mouths?; do these people have the desire to communicate verbally, or do they simply choose to not do so?",20,20
human,human_234,SCTT,2,how can we create novel medicines to alleviate human suffering?; how can we control weather patterns?; how can we explain the gap between classical and quantum physics?; how can we create unlimited clean energy?; what is the cause of autism?; how can we  cure cancer seamlessly?,20,20
human,human_234,SCTT,3,does this planet contain rare or novel minerals which could help innovation on Earth?; are there any signs of life which could be communicated with or studied?; does the planet contain the basic rules of physics which are prevalent on,20,20
human,human_234,Story,0,"i began the day by picking up a piece of blank computer paper.  then, using my black pen i began my task.  i thought out each chore i wanted to accomplish this day, then began to write the chores in order of completion.  finally, i double checked my list and began the first task.",15,15
human,human_234,Story,1,"i walked down the side walk after taking out the trash.  approaching my front door, i searched for the correct key on the key chain.  i gently slide the key into the lock and turned clockwise.  after a click, i turned the handle and began to open the door slowly and yelled ""surprise!""",20,20
human,human_234,SCTT,0,is the Earths atmoshphere being contaminated which is blocking view of the stars?; is the Universe unraveling?; is a giant black hole sucking in stars one by one?; am I losing  my eyesight?,25,25
human,human_234,Story,3,"the performer, glancing one final time into the mirror, put on a brave face.  marching toward the curtain, he could see the expectant faces on the crowd.  gaining his courage one final time, he jumped onto the stage. to his dismay, all the folks in the audience could do was laugh as they saw he forgot to put on his pants.",25,25
human,human_235,AUT,2,Eye makeup shade; art Marker; painting; baking art; Chop stick,25,25
human,human_234,Story,2,"the bridge over the small river swayed gently with the wind.  the girl in the backseat quivered in fear as her  mother began to inch the car forward.  the child looked nervously out the window as the car began to cross the swollen river. after they crossed safely to the other side, the mother exclaimed ""see, that wasn't so bad!""",20,20
human,human_235,Design,1,AI sensor; Sound and depth sensor,20,20
human,human_235,AUT,4,Preservation store; Drainage,20,20
human,human_235,Design,0,Image display flash cards; Visual sensors,20,20
human,human_235,AUT,3,Clay Mold; Storage tank; soil set up; Planting,20,20
human,human_235,Design,4,Road accessibility; Borehole; Stream channeling; Water purification,20,20
human,human_235,Design,2,Bridge construtions; Train stations; Flight cars; Drone signals,20,20
human,human_235,Metaphor,0,dancing,20,20
human,human_235,Metaphor,6,glowing,10,10
human,human_235,AUT,1,Pen for wood craft; Metal clock art; trap tool making,25,25
human,human_235,Design,3,Solar energy made cheaper; Panel in Cloud,25,25
human,human_234,Story,4,"the boy tied his shoe in a tight knot just as his daddy taught him.  beginning with a first step, he began down the path to the dark, empty house in the forest.  his mom warned him to never walk the daring way of the dead, but listen he did not.  ever daunting, the house stood alone, inviting him to enter if he dare.",30,30
human,human_235,AUT,0,Decor; Paint; Jewelry; Retain warmth,20,20
human,human_235,Metaphor,8,Scary and dim,10,10
human,human_235,Metaphor,3,glittery,15,15
human,human_235,SCTT,0,The earth is on rotation at high speed; The sky is cloudy; The stars are probably not other planets,15,15
human,human_235,Metaphor,1,Cozy,15,15
human,human_235,SCTT,2,Can this robot carry out medical operation on human body,20,20
human,human_235,SCTT,4,Do the people survive all natural disaster possible here; How do the people source for food; what is their means of urvivla,15,15
human,human_235,SCTT,3,Can this planet adjut weather conditions,10,10
human,human_235,Story,2,a bridge has been constructed to enable people cross over the river that linked to small towns. this has helped to foster trading and business among this communities. it is a welcome development from the government. a good start for proactive trading,15,15
human,human_235,Story,1,"it was a hot sunday afternoon ,i had left my keys trapped in my car. i tried to open the door to no avail. a strange human was walking right to my direction. i froze, not knowing what to do at that moment.i needed my keys.",15,15
human,human_235,SCTT,1,The difference in water warmth is due to the position of the sun,20,20
human,human_236,AUT,0,pan; hammer; doorstop; bookend; pannini press,25,25
human,human_235,Story,0,"i had a pen with me. i was ready to pen it all down on paper. writing my story in every detail, such that you will feel you were there. it is a good read.",15,15
human,human_235,Story,4,"tina's shoes were hurting as she walked down the lonely path. she had to keep up with this pace even as it hurt to walk. anything bad could happen, it was getting darker and she was no where close to home. her devices could not conncet",20,20
human,human_235,Story,3,"my step-mum kept speaking about this mirror she would reveal for all to see on my next birthday. it has a lot of history attached to it, she would always say. i could not wait to see what my face would be like on this mirror. so much expectation from it",25,25
human,human_236,AUT,2,chopstick; ruler; bookmark,20,20
human,human_236,AUT,1,nail scraper; letter opener; garden marker,25,25
human,human_236,Design,0,electronic data board; electronic calender board; automatic announcement system in home; smart alarm clocks that anounce tasks,20,20
human,human_236,Design,1,rock climbing harness; slide option down; ramp extension,20,20
human,human_236,AUT,3,seat; flower pot; junk box; lint bucket; laundry basket,20,20
human,human_236,Design,2,bridges; flyovers; tunnel systems,15,15
human,human_236,AUT,4,lavender sachet; mitten; hair tie; bandage; mask; pillow stuffing; hot pad; handkerchief; dog poo bag,25,25
human,human_236,Design,3,recycled solar panels; recycled backyard windmills; rain stones that collect rainfall energy,30,30
human,human_236,Design,4,filtration troughs; filtration rain barrels; drone delivered water balloons,30,30
human,human_236,Metaphor,8,the dark night is silent like a movie theater,30,30
human,human_236,Metaphor,3,the clean window is like a soul,25,25
human,human_236,Metaphor,0,the wind is strong like a horse pulling on it's reigns,25,25
human,human_236,Metaphor,6,the bright light is like reality hitting you when you first open your eyes,30,30
human,human_236,Metaphor,1,the soft pillow is like a hug for your face.,30,30
human,human_236,SCTT,0,gasses; clouds or fog; eclips; dust; change in atomosphere composition,20,20
human,human_236,SCTT,4,how do they communicate non verbally; what language do they have symbolically; how do they trade; what jobs do they have; do they have names,20,20
human,human_236,SCTT,1,"one is fresh, the other saltwater; different water sources; different lake bed materials; one is deeper or shallower than the other",25,25
human,human_236,SCTT,3,can you live on it?; can you breathe on it?; any life on it?; what is the gravity?; can you grow things on it?,15,15
human,human_236,SCTT,2,how were you trained?; can you teach what you know?; how many languages do you know?; do you need to be recharged?,15,15
human,human_237,AUT,0,To create a wall or barrier; To step onto to get taller; To create a bath full of water; To use to spread butter on toast; tO,20,20
human,human_236,Story,2,"the bear awoke from his cave, hungry and starving. he felt led by instinct to cross the forest. he needed to find some salmon in the river, but there were none. he stumbled across the walking bridge into the berry patch. unfotunately he found no berries either, but he did find some berry pickers and he feasted until he was satisfied.",25,25
human,human_236,Story,0,"mary got angry and threw her pen at her brother, john. john felt hurt and got out some paper to write his grandmother, pearl, and tell her how evil his sister was. john and mary's grandmother decided to strike mary from her will. she decided she should write to her lawyer in new york and make it official.",20,20
human,human_236,Story,3,margaret awoke one morning and went to wash her face at the sink. she rubbed her eyes and looked up to see a face peering back at her in the mirror. but then she screamed. she saw something she never wanted to see- a grey hair.,20,20
human,human_236,Story,1,"the burglar saw the beautiful house and grew envious of the treasures inside. one night, he went to the door and tried the knob. it wouldn't open. desperate, he looked under the mat for a key. he couldn't find one, so he took a rock and smashed the window to let himself in.",20,20
human,human_236,Story,4,"maggie saw it was raining out and decided to go for a walk. she looked everywhere for her rain boots, but all she found were her sandals. in a hurry, she ran down the path to the lake. when she reached the dock, she slipped and ripped one of her sandal straps off the sole of her shoe. ""blast these shoes"" she cried and chucked them into the lake.",20,20
human,human_237,AUT,3,To hide shoes in; To use as shoes; To create a home for small animals; To store cereal and oats; To store water to wash yourself with; To store petrol to fill up a car; To shield a head from sunlight or rain; To protect small technology items when it is raining; To transfer mud,20,20
human,human_237,AUT,2,To create a flag pole; To stick hundreds together to create the external of a home someone can live in; to keep hair up,30,30
human,human_237,AUT,1,To apply foundation or make up to face; to help lay bricks and mortar; to create a sculpture; to create a fence,25,25
human,human_237,Design,0,Provide people with memory impairments e-notepads or physical notepads to keep track of their tasks; assign them a watch where they can log important tasks to a time and set alarms daily,20,20
human,human_237,AUT,4,To wear as gloves to keep hands warm; to protect a mouse and keep it warm; to store items like pens or stationary and carry it around; as a purse to store money; to hide something,30,30
human,human_237,Design,2,Encourage people to walk or use bikes or public transport instead; Give people monetray incentives or discounts for using public transport; Charge higher feeds or a congestion charge for vehicles driving in mega cities; Create more public footways; Create access to public bikes and scooters for people to rent for a cheap price (or for free),20,20
human,human_237,Design,4,Create reservoirs; Implement decent cleaning and filtering systems in all water areas; Provide people with water filters,20,20
human,human_237,Design,3,Make them cheaper than they currently are; Give people incentives or discounts for using them; Provide ongoing education about their impact compared with fossil fuels; Get key celebrity and figures involved to help promote the initiative,25,25
human,human_237,Metaphor,3,a window to the world,20,20
human,human_237,Metaphor,6,blinding me,10,10
human,human_237,SCTT,0,"The stars could be covered by fast-moving clouds in the sky or rain, which could obstruct the view; The starts could be exploding or being hit by another planet or asteroid; My eyes could be malfunctioning and I am experiencing blurred vision",20,20
human,human_237,SCTT,2,How did this robot become able to learn and think like humans?; Is this robot conscious?; What harms could this robot cause to humans if it becomes too intelligent?,20,20
human,human_237,Metaphor,0,spinning in my mind,25,25
human,human_237,SCTT,1,"The depth of the lake - if one lake is shallower, it'll likely be warmer than the deeper one; The amount of materials like mud or plants that are in the lake could make one lake warmer than the other; the amount of natural wildlife like fish or animals that inhabit it could make it warmer than the other",25,25
human,human_237,Design,1,Place lifts in people's homes to help them travel upstairs easily; encourage people with mobility impairments to live on the ground floor to avoid stair usage; Make lifts and escalators more accessible; Create slopes where stairs are,25,25
human,human_237,Metaphor,1,sinking me deeper into a dream,30,30
human,human_237,SCTT,4,Are these people mentally defective?; Have these people ever used verbal words?; How do these people communicate if not verbally? Through sign language or movement?,20,20
human,human_237,SCTT,3,Is this planet habitable?; Does this planet have oxygen?; What chemicals/gases/elements form this planet?; What is the average temperature of this planet?; Is this planet inhabited by a species?; How long has this planet been present for?; Is it safe to travel to the planet?,20,20
human,human_237,Story,0,"on thursday, i had an idea to write a brand new story about my childhood experiences. in the afternoon, i made a coffee, put the fire on, and sat down in front of it with a pen and paper and began to write my story. this took me all evening and i stayed up late working on it. i wrote over 100 pages in 12 hours and couldn't wait to share the story with my partner.",15,15
human,human_237,Story,1,"yesterday, i had a funny feeling that someone was in my house. i thought this because i could see a light on in the living room as i walked towards it. this was weird as no-one should have been inside. as i got close, i got my key out of my back, walked towards the door to open it, then stopped. i stopped because i heard the door unlocking from the other side. i froze.",20,20
human,human_238,Metaphor,1,a cloud,20,20
human,human_237,Story,4,"my dog was barking all morning trying to take him on a walk. he even brought me a shoe to put on to encourage me. so, i did in fact give in, went to get my other shoe, then took him out for a walk along the path. he had a great time and enjoyed it very much. so did i.",20,20
human,human_237,Story,2,"when i was on holiday in spain, the weather was beautiful. one afternoon, we had an idea to cross over the bridge that was over the river, and explore the other side. the other side had a huge farm and lots of animals. it was a wonderful experience and we had a great time. we will visit again next year.",10,10
human,human_237,Story,3,"i woke up in the middle of the night as i couldn't sleep. i walked over to my bathroom, turned the light on and looked in the mirror at my face. all i could see was a tired, run down woman who needed to go back to bed. but i couldn't. my mind was going wild.",15,15
human,human_238,Metaphor,6,lighthouse slicing,35,35
human,human_238,Story,1,"alex fumbled with the old key, its metal cold against his fingers. he slid it into the lock and turned it slowly, hoping the door would open without a creak. with a soft click, the door swung inward, revealing a room filled with dusty books and forgotten memories. light spilled across the floor, inviting him to explore what had been hidden for years. for the first time in ages, he felt like he’d unlocked more than just a door.",25,25
human,human_238,Story,4,"leo tightened the laces of his worn shoe and stepped onto the winding path. the trail stretched through the forest, dappled with sunlight and scattered leaves. with each walk, he felt the stress of the city melt away, replaced by the rhythm of his own footsteps. the path seemed endless, yet every turn revealed something new—a hidden flower, a bird’s song, a quiet stream. by the time he reached the clearing, he knew this walk had become his favorite kind of journey.",25,25
human,human_238,Story,2,"maya stood at the edge of the bridge, staring down at the river rushing below. she took a deep breath and began to cross, each step echoing against the wooden planks. the water shimmered in the sunlight, reflecting her determination as much as the sky above. halfway across, she paused, realizing the river wasn’t something to fear—it was something to respect. by the time she reached the other side, she felt lighter, as if the river had carried away her doubts.",25,25
human,human_238,Story,0,"lila picked up her pen, letting its smooth tip glide across the blank paper. she didn’t know what she wanted to write, but the words seemed to flow anyway, tumbling out of her mind like a gentle stream. each sentence carried a piece of her thoughts, raw and honest. by the time she set the pen down, the paper was covered in a story only she could tell. writing had turned her quiet afternoon into a small adventure.",25,25
human,human_238,Story,3,"ella stepped in front of the mirror and studied her face carefully. for the first time in weeks, she saw a hint of a smile in her reflection, subtle but real. the mirror didn’t just show her features—it reflected her courage, her struggles, and the strength she didn’t always notice. she touched her cheek lightly, as if confirming that what she saw was true. in that moment, she realized she could finally see herself clearly, inside and out.",30,30
human,human_238,Metaphor,8,velvet blanket stitched to whisper stars,45,45
human,human_239,AUT,0,doorstop for hobbit house; pet rock for lonely fish; modern art sculpture; DIY planter for succulent; prop for dramatic sword,30,30
human,human_239,AUT,1,emergency screwdriver; guitar slide; plant label; whistle,30,30
human,human_239,AUT,3,pet bed; DIY drum; emergency helmet; impromptu stool; water bomb launcher; sound amplifier,30,30
human,human_239,Design,3,solar roads with LED light; kinetic tiles in high-traffic areas; vertical wind turbines in cities,30,30
human,human_239,Metaphor,0,a roaring l,10,10
human,human_239,Design,2,AI-powered traffic prediction apps; elevated bike highways; self-driving bus rapid transit; underwater tunnels for freight,35,35
human,human_239,Design,0,AR glasses with prompts; smart home routine cues; voice assistant med dispensers; smart wearables with reminders,25,25
human,human_239,Design,1,pneumatic stair lifts; smart canes with voice guidance; haptic handrails; drone stairs ass,30,30
human,human_239,Design,4,mobile water treatment units; fog collector for arid regions; solar-powered water ATM; rainwater harvesting with filtration; portable water puri,25,25
human,human_239,Metaphor,1,a cloud cradling my head,30,30
human,human_239,AUT,2,hair stick; bookmark magnet; conductive stylus; miniature sword; plant stake; DIY flute,35,35
human,human_239,Metaphor,6,a splash of white paint on the walls,25,25
human,human_239,Metaphor,3,a blank canvas of sky,30,30
human,human_239,AUT,4,puppet for solo drama; wine bottle bag; toy slide; pet toy; lost item retriever; geocaching clue,30,30
human,human_239,Metaphor,8,a velvet curtain hiding secrets,30,30
human,human_239,SCTT,0,black hole snacking; cosmic dust; star liftin,25,25
human,human_239,SCTT,3,what is the atmosphere made of?; does it have a magnetic field?; any sins of past water?; volcanic,15,15
human,human_239,SCTT,4,how do they convey complex ideas?; do they have different brain structure ?; can they read emotions accurately?,25,25
human,human_239,Story,0,"as she sat under the old tree, she picked up her favorite pen and started to scribble on the blank paper. she began to write the story she'd been dreaming of, and the words flowed effortlessly. with each stroke, her imagination came alive, and the characters leaped off the page. the paper filled with life, and she felt a sense of satisfaction.",20,20
human,human_239,SCTT,1,geothermal heat; different depths; algae heating it up; underwater springs; wind patterns,25,25
human,human_239,Story,1,"she fumbled through her pocket, searching for the key to unlock the mysterious door. as her fingers wrapped around the cold metal, she felt a rush of excitement. she inserted the key, turned it, and the door creaked open, revealing a room filled with forgotten memories. dusty boxes and old trunks lined the walls, but one thing caught her eye – a hidden journal lying open on a cobweb-covered desk. the air was thick with nostalgia.",25,25
human,human_239,SCTT,2,how does  it form emotion ?; can it be creative ?; does it have self-awareness?; how does it handle ethics?; does it drea,20,20
human,human_240,AUT,0,Making of stairs; Making a simple radder; Wall constructions; Stepping dices,20,20
human,human_239,Story,4,"she laced up her shoe, tight and ready. the winding path ahead beckoned, stretching through the quiet woods. she took a breath and began to walk, leaves crunching underfoot. the path narrowed, trees closing in, but she kept moving forward. shadows played on the ground, and she felt a sense of calm.",20,20
human,human_240,AUT,4,Temporary cover for a hot iron; Simple puppet for storytelling; Cover for wounds; Makeshift filter for straining liquids,30,30
human,human_240,AUT,1,Scoring vegetables; Ice sculpting; Opening items such as letters; Painting,20,20
human,human_240,AUT,2,Writing; Drawing; Plant marker in a garden; Chopstick; Bookmark or page holder,20,20
human,human_240,Design,1,Powered foot support plates; Develop low stairs to aid movements; Encourage use of walking sticks,25,25
human,human_239,Story,2,"the old wooden bridge creaked beneath her feet as she began to cross the river. water flowed swiftly below, glancing with sunlight. she stopped at the midpoint, gazing up at towering trees on either bank, feeling peace settle over her. the bridge swayed gently, but she knew it was sturdy. on the other side, a path led into the woods.",20,20
human,human_239,Story,3,"she stood before the mirror, staring at the face reflected back. eyes tired, skin pale – she didn't see the person she used to be. the mirror showed every flaw, every line. she tried to see past them, to find that spark of confidence. but it was hard to look away from the face in the glass.",20,20
human,human_240,Design,3,Solar powered phone chargers; Wind turbines for rooftops; Solar windows that generate energy,25,25
human,human_240,AUT,3,Portable compost bin; Storage for used items; A mini-garden for vegetables; Hanging planter for flowers or herbs; Water collection,25,25
human,human_240,Metaphor,3,refreshing the room,20,20
human,human_240,Metaphor,8,black as kiwi,30,30
human,human_240,Design,0,use of medical assisted equipments such as sticky notes; Encourage use of reminders; Encourage visual aids tools,20,20
human,human_240,Metaphor,0,elephant,20,20
human,human_240,Metaphor,6,shinning warmly,15,15
human,human_240,SCTT,2,What is the memory composition of the robot?; What skills does the robot rely on to think like humans?; How does the robot learn new information?; Does it get emotion,20,20
human,human_240,SCTT,0,The stars are being hidden by a change in Earth’s atmosphere; The stars are moving farther away very quickly; The stars are being absorbed by a black hole; The universe is changing in a way that affects visible light,25,25
human,human_240,Design,2,Expanding roads; Use of more traffic officers; Building by-pass and express ways; Use of bus term,15,15
human,human_240,SCTT,3,What is this planet made of?; How do people get and support life in the planet?; Are life conditions bearable in this planet?,15,15
human,human_240,Design,4,Build of water reserviors in these areas; Encourage water harvesting and treatments in remote areas; Use of dams to store water,20,20
human,human_240,Story,0,the teacher has always encouraged us to write notes on a piece of paper. this is a good gesture as it enables as to remember important points in future. the use of pen make it possible for notes to last for a long period. this is a good learning method.,10,10
human,human_240,SCTT,4,How do the people communicate without spoken language?; What gestures facial expressions or symbols they use?; How do children learn to communicate?,20,20
human,human_240,SCTT,1,"One lake is shallower than the other.; One lake has more water flow or mixing; One lake is darker or murkier, absorbing more heat; One lake is more sheltered from wind",20,20
human,human_240,Metaphor,1,nice,10,10
human,human_240,Story,2,"my brother walked to the old wooden bridge. the river below flowed quickly and looked deep. he needed to cross to reach the village on the other side. the boards creaked under his feet but held strong. at last, he reached the other side safely and smiled.",15,15
human,human_240,Story,1,you need the key to open the kitchen door. the door is always closed to ensure food safety. kitchen should be out of bound for unauthorized personnel. the aim is to reduce the risk of food contamination.,10,10
human,human_241,AUT,0,sanding; painting; leveling; paper weight; to make gravel by smashing; to conduct heat in a fire; to cook on like as a pan; chalk; measuring; for callouses; nail file,25,25
human,human_241,AUT,1,to get clean lines on drawing; paint mixer; to put drywall on; to heat up and cook stuff on; ruler,25,25
human,human_240,Story,4,"the path heading to the school is very slippery. as student walks through it, they need to be very careful. they are also adviced to wear closed shoes. the aim is to help them reduce the chances of falling down.",10,10
human,human_240,Story,3,emma looked into the small mirror on her desk. she wanted to see her face clearly before the party. she noticed a small smile on her lips and a sparkle in her eyes. it made her feel happy and ready for the evening. she took a deep breath and left the room.,15,15
human,human_241,AUT,2,for scuplting; making pasta; as a nail with a hammer; dart,25,25
human,human_241,AUT,3,drum; mixing bowl; sandcastle maker; rain catcher; a shower head; planter; if it was metal it could be a pot for cooking; manual washing machine and dryer; strainer,30,30
human,human_241,Design,3,the more you use them the more youo save; pie chart showing the difference with and without using themk; reaching out to big companies and getting them to buyu in; promote on different websites that are commonly used such as tiktok facebook instagram google; an app that allows you to track your useage for a month without,20,20
human,human_241,Design,1,chair lift; robotic legs that do walking for you; stairs that turn into a flat escalator; a rope pulley system; a swing that they sit in that carries them up the stairs but in the air,30,30
human,human_241,Design,2,"more roads; timed lights; promote savings by carpooling, maybe a loyalty program with rewards such as gas savings; billboards; back roads; emergency alternate routes; designated lanes for large freight trucks and a different lane for cars and trucks; different routes that are available",20,20
human,human_241,AUT,4,dryer ball; heating pad; polisher for windows; gloves; to curl hair; a tie; a shirt if its big enough; exfoliation scrubby; cleaning scrubby; mop head; shoe shiner; bandaid,25,25
human,human_241,Design,0,"writing things down as soon as possible; a thought tracker; reminders in an app on the phone that can remind of important things such as dentist doctors etc; the useage of sticky notes of where things are placed, and using labels, lots of labels for the kitchen etc and important notepads that have info in them",20,20
human,human_241,Design,4,scientific research showing how our product works for a really muddy puddle or nasty lake; microscopic views; testing it myself before allowing others to; money back if you fall ill or if you find your water is not clear; giving them out to 3rd world countries for free as they cannot afford water plants; an app that has subscriptions,25,25
human,human_241,Metaphor,6,blinding my eyes like when i look at the sun,20,20
human,human_241,Metaphor,0,gusting like a hurricane,20,20
human,human_241,Metaphor,1,as cold as ice on the other side,25,25
human,human_241,Metaphor,3,is almost as invisible as casper,20,20
human,human_241,SCTT,0,a black hole has formed; maybe the stars are fake; they got too old and dissapeared; drones are in the sky causing them to look like they are gone but they are not; maybe i am going blind; or i am about to passout; the sun is rising,20,20
human,human_241,Story,0,"my favorite pen that i use to write on paper with, completely ran out of ink today. i was very sad and i had to get myself ready to buy a new one. as i entered the store i found out that they actually discontinued it. what will i do now.",15,15
human,human_241,SCTT,2,do you feel things; do you have emotions; can you love someone; can you taste things; what does your vision look like? is it the same as humans or more like cats and dogs; how were you born; do you remember being born; do you have memories like adults do of childhood; what are you weak to; what is your purpose,20,20
human,human_241,Metaphor,8,"hard to navigate, as if i am blind",20,20
human,human_241,Story,1,it was nighttime and i was trying to get my key out of my purse when i tripped and fell hitting my head on the door. next thing i knew my key fell and i could not see it as the power was out. then suddenly the door began to crack open and i saw my roomate there. thank goodness she was home.,20,20
human,human_241,Story,3,"in the morning i awoke with my sleepy eyes and decided to go into the bathroom. the lights hurt my eyes as i opened them and was able to see my face in the mirror, i decided to do my face wash routine. as i started to wash my face i began to feel more energized and awake. the next thing to do was to make my coffee.",15,15
human,human_241,SCTT,3,what grows; what minerals are there; i would ask what is dangerous to touch; where can i explore; places to avoid; is there water that can be consumed; are there animals that can be consumed; how do they cook; is fire the same as on earth or is it something different; how does the climate work; what are the seasons,20,20
human,human_241,SCTT,4,"ask about food, water, where to eat. basic survival skills; hunting; what minerals are around; are there any natural dangers; showing them fire and seeing if they know what to do with it'",20,20
human,human_241,Story,4,"have you ever really thought about how the paths that we walk along with or without shoes are made in parks? who was the first person to put them there? what did it used to look like? and where would i end up if i wasnt on the path that was provided for me, what an adventure that would be.",20,20
human,human_241,SCTT,1,one is deeper; one is glacier fed; one could be man made; more insullation than the other; less fish; more fish; different lake bottom; rocks vs sand; depth makes the most sense,25,25
human,human_245,AUT,0,building house; partitioning rooms; cooking stones,25,25
human,human_245,AUT,3,washing clothes; holding utensils; planting flowers; water harvesting; food serving; carrying farm harvests; carrying cleaning water; helping light fire,20,20
human,human_241,Story,2,"one of my favorite hikes has a very long looped trail. i was on this hike with a group of friends and as we reached the bridge that covered the river the car started honking in the distance. the car honking was a worker letting us know that we had to make up our mind and either cross the bridge and continue the hike or, turn back the way we came as the park was about to close.",25,25
human,human_245,AUT,4,wearing; as a glove; cleaning surfaces; washing utesils; storing objects like earings; shopping bag for small items,20,20
human,human_245,AUT,1,cutting; stabbing; chopping; ctutting nails; shaving; planting sedlings; digging small holes,20,20
human,human_245,Metaphor,0,ranging,10,10
human,human_245,Design,1,equip apartments with lifts; make the stairs wide enough for wheelchairs to pass through; provide them with movement aids such as wheelchairs,20,20
human,human_245,Design,4,drilling boreholes; increasing water filtration sites; providing more piped water; water harvesting during rainy seasons; providing water treat,20,20
human,human_245,Design,0,smart gadgets such as watches that remind them of when to do something; medical checkups and treatments; improved diet to boost memory; therapy,20,20
human,human_245,Design,3,using less water; using solar panels to generate heat; using,20,20
human,human_245,Design,2,building wide roads; increasing number of traffic police; building un derpass; increasing zebra crossing areas for people; formulating strict laws for drivers who try to overtake,20,20
human,human_245,AUT,2,writing; colouring; art; piercing small holes; making drawing patterns; scratching hair surfaces; removing dirt from,20,20
human,human_245,SCTT,0,effect of climate change; bad weather,20,20
human,human_245,Metaphor,1,spongy,15,15
human,human_245,Metaphor,6,glittering,15,15
human,human_245,SCTT,3,what are the chances of people surviving in this planet; How is the general weather here; any adverse climate conditions here,15,15
human,human_245,Metaphor,8,scary,10,10
human,human_245,Story,0,"last week i was sitting for my final exams. i had to write very creative and novel ideas for the previous project i was working on. the lecturer gave each one of us a piece of paper before we started the exams. unfortunately , i did not have a pencil to draw the required diagrams.",10,10
human,human_245,SCTT,4,How easy is it to learn how to cmmunicate; do you have training sessions for learning how to communicate; How do children learn to communicate; how long does it take one to le,10,10
human,human_245,SCTT,2,does the robot has a mind of its own; does it have intentions; does it have undersanding; is the robot sensitive to emotions; how accurate and unbiased is the robot,20,20
human,human_245,Story,1,"last year my husband was living far away from our matrimonial home. every time i visited him,i ahd to carry my own key. one day i forgot to carry my keys",20,20
